po_id,po_line_id,supplier_id,product_id,warehouse_id,order_date,promised_delivery_date,actual_delivery_date,qty_ordered,qty_received,qty_rejected,unit_cost,total_cost,status
PO-3778,1,SUP-1013,IF-9460,WH-CENTRAL,2026-05-07,2026-05-19,2026-05-19,50,49,1,7.3,365.0,received
PO-3779,1,SUP-1013,IF-9195,WH-WEST,2026-04-16,2026-04-28,2026-05-01,500,493,7,8.1,4050.0,received
PO-3780,1,SUP-1013,IF-9460,WH-EAST,2026-04-16,2026-04-28,2026-04-29,25,24,1,7.3,182.5,received
PO-3781,1,SUP-1013,IF-9090,WH-SOUTH,2026-04-14,2026-04-26,2026-04-26,25,25,0,4.2,105.0,received
PO-3782,1,SUP-1013,IF-8980,WH-SOUTH,2026-04-30,2026-05-12,2026-05-14,50,49,1,5.6,280.0,received
PO-3783,1,SUP-1013,IF-9090,WH-EAST,2026-04-20,2026-05-02,2026-05-03,150,147,3,4.2,630.0,received
PO-3784,1,SUP-1013,IF-9280,WH-SOUTH,2026-04-17,2026-04-29,2026-04-28,50,50,0,16.7,835.0,received
PO-3785,1,SUP-1013,IF-9370,WH-SOUTH,2026-04-15,2026-04-27,2026-04-29,250,243,7,5.9,1475.0,received
PO-3786,1,SUP-1013,IF-9280,WH-EAST,2026-04-28,2026-05-10,2026-05-10,500,486,14,16.7,8350.0,received
PO-3787,1,SUP-1014,HF-2650,WH-CENTRAL,2026-04-21,2026-05-19,2026-05-19,25,24,1,36.8,920.0,received
PO-3788,1,SUP-1014,HF-2650,WH-WEST,2026-04-22,2026-05-20,2026-05-21,50,49,1,36.8,1840.0,received
PO-3789,1,SUP-1014,HF-2870,WH-SOUTH,2026-04-16,2026-05-14,2026-05-14,500,495,5,75.3,37650.0,received
PO-3790,1,SUP-1014,HF-2540,WH-SOUTH,2026-04-20,2026-05-18,2026-05-18,50,49,1,142.0,7100.0,received
PO-3791,1,SUP-1014,HF-2320,WH-WEST,2026-05-01,2026-05-29,2026-05-28,250,244,6,19.4,4850.0,received
PO-3792,1,SUP-1014,HF-2320,WH-SOUTH,2026-04-29,2026-05-27,2026-05-27,100,99,1,19.4,1940.0,received
PO-3793,1,SUP-1014,HF-2650,WH-SOUTH,2026-04-24,2026-05-22,2026-05-22,25,25,0,36.8,920.0,received
PO-3794,1,SUP-1014,HF-2540,WH-CENTRAL,2026-04-16,2026-05-14,2026-05-14,50,49,1,142.0,7100.0,received
PO-3795,1,SUP-1014,HF-2760,WH-WEST,2026-05-08,2026-06-05,2026-06-08,25,25,0,98.5,2462.5,received
PO-3796,1,SUP-1014,HF-2430,WH-EAST,2026-04-16,2026-05-14,2026-05-15,25,25,0,68.5,1712.5,received
PO-3797,1,SUP-1014,HF-2540,WH-EAST,2026-04-27,2026-05-25,2026-05-25,100,99,1,142.0,14200.0,received
PO-3798,1,SUP-1014,HF-2650,WH-CENTRAL,2026-05-08,2026-06-05,2026-06-05,50,49,1,36.8,1840.0,received
PO-3799,1,SUP-1014,HF-2760,WH-EAST,2026-05-08,2026-06-05,2026-06-06,25,25,0,98.5,2462.5,received
PO-3800,1,SUP-1014,HF-2870,WH-WEST,2026-04-20,2026-05-18,2026-05-18,200,197,3,75.3,15060.0,received
PO-3801,1,SUP-1014,HF-2430,WH-WEST,2026-05-06,2026-06-03,2026-06-04,50,50,0,68.5,3425.0,received
PO-3802,1,SUP-1015,EC-2595,WH-WEST,2026-04-28,2026-05-06,2026-05-08,25,25,0,9.6,240.0,received
PO-3803,1,SUP-1015,EC-2595,WH-WEST,2026-04-15,2026-04-23,2026-04-26,200,198,2,9.6,1920.0,received
PO-3804,1,SUP-1015,EC-2380,WH-CENTRAL,2026-05-08,2026-05-16,2026-05-18,50,49,1,52.3,2615.0,received
PO-3805,1,SUP-1015,EC-2380,WH-EAST,2026-04-23,2026-05-01,2026-05-01,50,49,1,52.3,2615.0,received
PO-3806,1,SUP-1015,EC-2490,WH-WEST,2026-05-08,2026-05-16,2026-05-18,200,196,4,38.7,7740.0,received
PO-3807,1,SUP-1015,EC-2595,WH-SOUTH,2026-04-16,2026-04-24,2026-04-23,250,247,3,9.6,2400.0,received
PO-3808,1,SUP-1015,EC-2380,WH-EAST,2026-04-23,2026-05-01,2026-04-29,50,49,1,52.3,2615.0,received
PO-3809,1,SUP-1015,EC-2680,WH-SOUTH,2026-04-28,2026-05-06,2026-05-07,200,195,5,45.2,9040.0,received
PO-3810,1,SUP-1015,EC-2680,WH-CENTRAL,2026-05-06,2026-05-14,2026-05-15,200,195,5,45.2,9040.0,received
PO-3811,1,SUP-1016,IF-8870,WH-SOUTH,2026-04-16,2026-04-30,2026-05-02,200,198,2,3.5,700.0,received
PO-3812,1,SUP-1016,IF-8650,WH-WEST,2026-04-13,2026-04-27,2026-05-02,200,195,5,7.9,1580.0,received
PO-3813,1,SUP-1016,IF-8650,WH-SOUTH,2026-04-23,2026-05-07,2026-05-07,150,149,1,7.9,1185.0,received
PO-3814,1,SUP-1016,IF-8980,WH-WEST,2026-05-05,2026-05-19,2026-05-19,25,24,1,5.6,140.0,received
PO-3815,1,SUP-1016,IF-8760,WH-SOUTH,2026-05-08,2026-05-22,2026-05-24,200,195,5,10.4,2080.0,received
PO-3816,1,SUP-1016,IF-8870,WH-SOUTH,2026-04-15,2026-04-29,2026-05-02,25,24,1,3.5,87.5,received
PO-3817,1,SUP-1016,IF-8870,WH-SOUTH,2026-04-23,2026-05-07,2026-05-08,150,148,2,3.5,525.0,received
PO-3818,1,SUP-1016,IF-8760,WH-SOUTH,2026-04-15,2026-04-29,2026-05-02,150,148,2,10.4,1560.0,received
PO-3819,1,SUP-1016,IF-8760,WH-EAST,2026-04-20,2026-05-04,2026-05-03,100,98,2,10.4,1040.0,received
PO-3820,1,SUP-1016,IF-8980,WH-SOUTH,2026-04-13,2026-04-27,2026-04-27,200,195,5,5.6,1120.0,received
PO-3821,1,SUP-1016,IF-9090,WH-SOUTH,2026-05-08,2026-05-22,2026-05-22,500,493,7,4.2,2100.0,received
PO-3822,1,SUP-1016,IF-8760,WH-CENTRAL,2026-04-27,2026-05-11,2026-05-09,50,50,0,10.4,520.0,received
PO-3823,1,SUP-1016,IF-9090,WH-CENTRAL,2026-04-27,2026-05-11,2026-05-12,50,49,1,4.2,210.0,received
PO-3824,1,SUP-1016,IF-8980,WH-SOUTH,2026-04-21,2026-05-05,2026-05-06,500,493,7,5.6,2800.0,received
PO-3825,1,SUP-1017,HF-3195,WH-CENTRAL,2026-05-06,2026-05-13,2026-05-14,200,195,5,31.2,6240.0,received
PO-3826,1,SUP-1017,HF-3280,WH-SOUTH,2026-05-05,2026-05-12,2026-05-10,200,195,5,4.6,920.0,received
PO-3827,1,SUP-1017,HF-3460,WH-EAST,2026-04-15,2026-04-22,2026-04-22,500,489,11,52.0,26000.0,received
PO-3828,1,SUP-1017,HF-3280,WH-CENTRAL,2026-04-15,2026-04-22,2026-04-24,50,50,0,4.6,230.0,received
PO-3829,1,SUP-1017,HF-3370,WH-SOUTH,2026-04-23,2026-04-30,2026-04-28,50,49,1,26.4,1320.0,received
PO-3830,1,SUP-1017,HF-3090,WH-WEST,2026-04-24,2026-05-01,2026-05-01,200,195,5,7.5,1500.0,received
PO-3831,1,SUP-1017,HF-3090,WH-SOUTH,2026-04-28,2026-05-05,2026-05-05,200,194,6,7.5,1500.0,received
PO-3832,1,SUP-1017,HF-2980,WH-EAST,2026-04-16,2026-04-23,2026-04-21,500,488,12,2.8,1400.0,received
PO-3833,1,SUP-1017,HF-2980,WH-WEST,2026-04-16,2026-04-23,2026-04-23,250,248,2,2.8,700.0,received
PO-3834,1,SUP-1017,HF-3280,WH-CENTRAL,2026-04-30,2026-05-07,2026-05-10,250,243,7,4.6,1150.0,received
PO-3835,1,SUP-1017,HF-3195,WH-CENTRAL,2026-05-01,2026-05-08,2026-05-08,250,248,2,31.2,7800.0,received
PO-3836,1,SUP-1017,HF-3460,WH-CENTRAL,2026-05-06,2026-05-13,2026-05-15,200,198,2,52.0,10400.0,received
PO-3837,1,SUP-1017,HF-2980,WH-SOUTH,2026-04-21,2026-04-28,2026-04-28,200,194,6,2.8,560.0,received
PO-3838,1,SUP-1018,SE-2320,WH-CENTRAL,2026-05-06,2026-05-21,2026-05-21,500,487,13,85.0,42500.0,received
PO-3839,1,SUP-1018,SE-3195,WH-WEST,2026-05-08,2026-05-23,2026-05-23,500,486,14,7.2,3600.0,received
PO-3840,1,SUP-1018,SE-3090,WH-WEST,2026-04-14,2026-04-29,2026-04-29,250,246,4,15.6,3900.0,received
PO-3841,1,SUP-1018,SE-3460,WH-SOUTH,2026-04-24,2026-05-09,2026-05-09,200,199,1,28.9,5780.0,received
PO-3842,1,SUP-1018,SE-2540,WH-SOUTH,2026-04-13,2026-04-28,2026-04-28,500,486,14,320.0,160000.0,received
PO-3843,1,SUP-1018,SE-2980,WH-SOUTH,2026-05-07,2026-05-22,2026-05-22,150,147,3,24.3,3645.0,received
PO-3844,1,SUP-1018,SE-2320,WH-CENTRAL,2026-04-22,2026-05-07,2026-05-07,25,25,0,85.0,2125.0,received
PO-3845,1,SUP-1018,SE-3090,WH-SOUTH,2026-04-29,2026-05-14,2026-05-14,50,49,1,15.6,780.0,received
PO-3846,1,SUP-1018,SE-2760,WH-WEST,2026-04-30,2026-05-15,2026-05-15,500,496,4,68.5,34250.0,received
PO-3847,1,SUP-1018,SE-2870,WH-SOUTH,2026-05-08,2026-05-23,2026-05-22,25,25,0,42.1,1052.5,received
PO-3848,1,SUP-1018,SE-3460,WH-EAST,2026-04-15,2026-04-30,2026-04-30,200,195,5,28.9,5780.0,received
PO-3849,1,SUP-1018,SE-3460,WH-WEST,2026-04-16,2026-05-01,2026-04-30,25,24,1,28.9,722.5,received
PO-3850,1,SUP-1018,SE-2870,WH-CENTRAL,2026-04-29,2026-05-14,2026-05-12,25,24,1,42.1,1052.5,received
PO-3851,1,SUP-1018,SE-2870,WH-EAST,2026-04-29,2026-05-14,2026-05-19,25,24,1,42.1,1052.5,received
PO-3852,1,SUP-1001,PB-4230,WH-WEST,2026-06-08,2026-06-22,2026-07-02,150,139,11,72.6,10890.0,received
PO-3853,1,SUP-1001,EC-1847,WH-CENTRAL,2026-05-29,2026-06-12,2026-06-24,100,93,7,84.5,8450.0,received
PO-3854,1,SUP-1001,PB-4230,WH-EAST,2026-05-20,2026-06-03,2026-06-08,50,46,4,72.6,3630.0,received
PO-3855,1,SUP-1001,EC-3517,WH-CENTRAL,2026-06-04,2026-06-18,2026-06-30,250,232,18,43.8,10950.0,received
PO-3856,1,SUP-1001,EC-1847,WH-SOUTH,2026-05-18,2026-06-01,2026-06-10,250,232,18,84.5,21125.0,received
PO-3857,1,SUP-1001,EC-1847,WH-SOUTH,2026-05-21,2026-06-04,2026-06-11,250,232,18,84.5,21125.0,received
PO-3858,1,SUP-1001,PB-4125,WH-SOUTH,2026-06-05,2026-06-19,2026-06-28,150,139,11,34.2,5130.0,received
PO-3859,1,SUP-1001,PB-4010,WH-CENTRAL,2026-05-20,2026-06-03,2026-06-17,250,232,18,18.5,4625.0,received
PO-3860,1,SUP-1001,PB-4230,WH-SOUTH,2026-06-05,2026-06-19,2026-06-28,50,46,4,72.6,3630.0,received
PO-3861,1,SUP-1001,PB-4125,WH-CENTRAL,2026-05-18,2026-06-01,2026-06-08,150,139,11,34.2,5130.0,received
PO-3862,1,SUP-1001,PB-4125,WH-WEST,2026-05-12,2026-05-26,2026-05-31,25,23,2,34.2,855.0,received
PO-3863,1,SUP-1001,PB-4010,WH-EAST,2026-05-15,2026-05-29,2026-06-08,25,23,2,18.5,462.5,received
PO-3864,1,SUP-1001,EC-2291,WH-WEST,2026-06-03,2026-06-17,2026-06-26,25,23,2,67.2,1680.0,received
PO-3865,1,SUP-1001,PB-4230,WH-CENTRAL,2026-06-02,2026-06-16,2026-06-28,100,93,7,72.6,7260.0,received
PO-3866,1,SUP-1001,EC-2291,WH-SOUTH,2026-05-14,2026-05-28,2026-06-11,250,232,18,67.2,16800.0,received
PO-3867,1,SUP-1001,PB-4125,WH-CENTRAL,2026-06-09,2026-06-23,2026-06-30,250,232,18,34.2,8550.0,received
PO-3868,1,SUP-1001,EC-3517,WH-EAST,2026-05-22,2026-06-05,2026-06-15,50,46,4,43.8,2190.0,received
PO-3869,1,SUP-1001,EC-2291,WH-CENTRAL,2026-05-13,2026-05-27,2026-06-01,25,23,2,67.2,1680.0,received
PO-3870,1,SUP-1001,PB-4230,WH-CENTRAL,2026-05-26,2026-06-09,2026-06-23,150,139,11,72.6,10890.0,received
PO-3871,1,SUP-1001,EC-3517,WH-CENTRAL,2026-05-25,2026-06-08,2026-06-17,50,46,4,43.8,2190.0,received
PO-3872,1,SUP-1001,PB-4125,WH-SOUTH,2026-06-01,2026-06-15,2026-06-27,100,93,7,34.2,3420.0,received
PO-3873,1,SUP-1001,PB-4230,WH-WEST,2026-05-11,2026-05-25,2026-06-01,500,465,35,72.6,36300.0,received
PO-3874,1,SUP-1001,EC-3004,WH-SOUTH,2026-05-13,2026-05-27,2026-06-05,150,139,11,125.0,18750.0,received
PO-3875,1,SUP-1001,EC-2291,WH-EAST,2026-06-08,2026-06-22,2026-06-29,50,46,4,67.2,3360.0,received
PO-3876,1,SUP-1001,PB-4010,WH-SOUTH,2026-05-19,2026-06-02,2026-06-16,50,46,4,18.5,925.0,received
PO-3877,1,SUP-1001,EC-2291,WH-SOUTH,2026-05-12,2026-05-26,2026-05-31,500,465,35,67.2,33600.0,received
PO-3878,1,SUP-1001,PB-4125,WH-CENTRAL,2026-06-02,2026-06-16,2026-06-28,100,93,7,34.2,3420.0,received
PO-3879,1,SUP-1001,EC-3004,WH-CENTRAL,2026-05-11,2026-05-25,2026-06-04,25,23,2,125.0,3125.0,received
PO-3880,1,SUP-1001,PB-4230,WH-WEST,2026-05-15,2026-05-29,2026-06-12,100,93,7,72.6,7260.0,received
PO-3881,1,SUP-1001,PB-4125,WH-CENTRAL,2026-05-27,2026-06-10,2026-06-22,150,139,11,34.2,5130.0,received
PO-3882,1,SUP-1001,PB-4010,WH-WEST,2026-06-04,2026-06-18,2026-06-23,250,232,18,18.5,4625.0,received
PO-3883,1,SUP-1001,EC-3517,WH-CENTRAL,2026-05-28,2026-06-11,2026-06-21,500,465,35,43.8,21900.0,received
PO-3884,1,SUP-1001,EC-1847,WH-CENTRAL,2026-05-21,2026-06-04,2026-06-14,25,23,2,84.5,2112.5,received
PO-3885,1,SUP-1001,PB-4010,WH-EAST,2026-05-26,2026-06-09,2026-06-19,500,465,35,18.5,9250.0,received
PO-3886,1,SUP-1001,EC-3517,WH-WEST,2026-06-09,2026-06-23,2026-07-05,100,93,7,43.8,4380.0,received
PO-3887,1,SUP-1001,EC-2291,WH-SOUTH,2026-05-19,2026-06-02,2026-06-16,100,93,7,67.2,6720.0,received
PO-3888,1,SUP-1001,PB-4230,WH-EAST,2026-05-18,2026-06-01,2026-06-13,250,232,18,72.6,18150.0,received
PO-3889,1,SUP-1001,EC-3004,WH-SOUTH,2026-05-19,2026-06-02,2026-06-14,25,23,2,125.0,3125.0,received
PO-3890,1,SUP-1002,EC-1102,WH-WEST,2026-05-25,2026-06-04,2026-06-04,50,50,0,12.4,620.0,received
PO-3891,1,SUP-1002,EC-1102,WH-EAST,2026-06-05,2026-06-15,2026-06-15,500,495,5,12.4,6200.0,received
PO-3892,1,SUP-1002,EC-1580,WH-SOUTH,2026-05-11,2026-05-21,2026-05-21,200,197,3,22.3,4460.0,received
PO-3893,1,SUP-1002,EC-1610,WH-EAST,2026-05-26,2026-06-05,2026-06-05,200,198,2,11.5,2300.0,received
PO-3894,1,SUP-1002,EC-1580,WH-CENTRAL,2026-06-04,2026-06-14,2026-06-14,25,25,0,22.3,557.5,received
PO-3895,1,SUP-1002,EC-1455,WH-CENTRAL,2026-05-28,2026-06-07,2026-06-07,250,249,1,15.7,3925.0,received
PO-3896,1,SUP-1002,EC-1455,WH-EAST,2026-05-21,2026-05-31,2026-05-31,250,246,4,15.7,3925.0,received
PO-3897,1,SUP-1002,EC-1102,WH-EAST,2026-05-15,2026-05-25,2026-05-25,250,248,2,12.4,3100.0,received
PO-3898,1,SUP-1002,EC-1330,WH-CENTRAL,2026-06-08,2026-06-18,2026-06-18,150,148,2,8.9,1335.0,received
PO-3899,1,SUP-1002,EC-1330,WH-EAST,2026-06-04,2026-06-14,2026-06-14,100,99,1,8.9,890.0,received
PO-3900,1,SUP-1002,EC-1610,WH-EAST,2026-05-13,2026-05-23,2026-05-22,50,49,1,11.5,575.0,received
PO-3901,1,SUP-1002,EC-1102,WH-WEST,2026-05-13,2026-05-23,2026-05-23,500,493,7,12.4,6200.0,received
PO-3902,1,SUP-1002,EC-1102,WH-SOUTH,2026-05-21,2026-05-31,2026-06-01,25,25,0,12.4,310.0,received
PO-3903,1,SUP-1002,EC-1455,WH-CENTRAL,2026-06-05,2026-06-15,2026-06-15,25,25,0,15.7,392.5,received
PO-3904,1,SUP-1002,EC-1330,WH-WEST,2026-06-05,2026-06-15,2026-06-15,50,49,1,8.9,445.0,received
PO-3905,1,SUP-1002,EC-1580,WH-EAST,2026-05-13,2026-05-23,2026-05-22,50,50,0,22.3,1115.0,received
PO-3906,1,SUP-1002,EC-1580,WH-WEST,2026-05-26,2026-06-05,2026-06-05,500,497,3,22.3,11150.0,received
PO-3907,1,SUP-1002,EC-1455,WH-SOUTH,2026-05-14,2026-05-24,2026-05-24,500,496,4,15.7,7850.0,received
PO-3908,1,SUP-1002,EC-1205,WH-SOUTH,2026-06-04,2026-06-14,2026-06-13,200,197,3,28.6,5720.0,received
PO-3909,1,SUP-1002,EC-1610,WH-WEST,2026-06-01,2026-06-11,2026-06-12,500,495,5,11.5,5750.0,received
PO-3910,1,SUP-1002,EC-1455,WH-SOUTH,2026-05-21,2026-05-31,2026-05-31,250,248,2,15.7,3925.0,received
PO-3911,1,SUP-1003,IF-7010,WH-SOUTH,2026-05-11,2026-05-18,2026-05-18,200,194,6,32.5,6500.0,received
PO-3912,1,SUP-1003,IF-8540,WH-CENTRAL,2026-05-21,2026-05-28,2026-05-29,150,149,1,15.3,2295.0,received
PO-3913,1,SUP-1003,IF-7560,WH-SOUTH,2026-05-13,2026-05-20,2026-05-22,50,49,1,21.3,1065.0,received
PO-3914,1,SUP-1003,IF-7890,WH-EAST,2026-05-29,2026-06-05,2026-06-05,50,49,1,26.8,1340.0,received
PO-3915,1,SUP-1003,IF-7890,WH-CENTRAL,2026-05-14,2026-05-21,2026-05-23,200,195,5,26.8,5360.0,received
PO-3916,1,SUP-1003,IF-8100,WH-CENTRAL,2026-05-18,2026-05-25,2026-05-25,100,98,2,9.8,980.0,received
PO-3917,1,SUP-1003,IF-7010,WH-EAST,2026-05-12,2026-05-19,2026-05-20,100,97,3,32.5,3250.0,received
PO-3918,1,SUP-1003,IF-8215,WH-CENTRAL,2026-05-15,2026-05-22,2026-05-22,100,98,2,11.2,1120.0,received
PO-3919,1,SUP-1003,IF-7125,WH-CENTRAL,2026-05-13,2026-05-20,2026-05-20,150,148,2,28.4,4260.0,received
PO-3920,1,SUP-1003,IF-7010,WH-EAST,2026-05-20,2026-05-27,2026-05-27,100,99,1,32.5,3250.0,received
PO-3921,1,SUP-1003,IF-7230,WH-EAST,2026-05-22,2026-05-29,2026-05-28,25,25,0,45.6,1140.0,received
PO-3922,1,SUP-1003,IF-7560,WH-CENTRAL,2026-06-08,2026-06-15,2026-06-15,25,25,0,21.3,532.5,received
PO-3923,1,SUP-1003,IF-8320,WH-EAST,2026-05-18,2026-05-25,2026-05-25,25,24,1,6.4,160.0,received
PO-3924,1,SUP-1003,IF-7890,WH-EAST,2026-06-05,2026-06-12,2026-06-12,250,245,5,26.8,6700.0,received
PO-3925,1,SUP-1003,IF-8215,WH-CENTRAL,2026-06-09,2026-06-16,2026-06-17,200,198,2,11.2,2240.0,received
PO-3926,1,SUP-1003,IF-7675,WH-EAST,2026-05-20,2026-05-27,2026-05-26,150,148,2,8.4,1260.0,received
PO-3927,1,SUP-1003,IF-8215,WH-EAST,2026-05-15,2026-05-22,2026-05-21,25,24,1,11.2,280.0,received
PO-3928,1,SUP-1003,IF-7010,WH-EAST,2026-06-08,2026-06-15,2026-06-13,150,146,4,32.5,4875.0,received
PO-3929,1,SUP-1004,PB-4780,WH-EAST,2026-05-19,2026-06-06,2026-06-07,50,49,1,9.5,475.0,received
PO-3930,1,SUP-1004,PB-4995,WH-WEST,2026-05-13,2026-05-31,2026-05-31,100,98,2,19.8,1980.0,received
PO-3931,1,SUP-1004,PB-4780,WH-EAST,2026-06-05,2026-06-23,2026-06-23,25,24,1,9.5,237.5,received
PO-3932,1,SUP-1004,PB-4455,WH-WEST,2026-06-03,2026-06-21,2026-06-23,500,491,9,14.3,7150.0,received
PO-3933,1,SUP-1004,PB-4675,WH-EAST,2026-06-01,2026-06-19,2026-06-21,200,196,4,22.4,4480.0,received
PO-3934,1,SUP-1004,PB-4890,WH-WEST,2026-05-26,2026-06-13,2026-06-13,200,197,3,26.7,5340.0,received
PO-3935,1,SUP-1004,PB-4780,WH-SOUTH,2026-05-27,2026-06-14,2026-06-14,100,98,2,9.5,950.0,received
PO-3936,1,SUP-1004,PB-4780,WH-SOUTH,2026-06-09,2026-06-27,2026-06-27,200,198,2,9.5,1900.0,received
PO-3937,1,SUP-1004,PB-4995,WH-EAST,2026-06-02,2026-06-20,2026-06-20,150,147,3,19.8,2970.0,received
PO-3938,1,SUP-1004,PB-4340,WH-EAST,2026-05-29,2026-06-16,2026-06-17,50,49,1,28.9,1445.0,received
PO-3939,1,SUP-1004,PB-4780,WH-WEST,2026-05-29,2026-06-16,2026-06-19,25,25,0,9.5,237.5,received
PO-3940,1,SUP-1004,PB-4890,WH-EAST,2026-05-18,2026-06-05,2026-06-06,50,49,1,26.7,1335.0,received
PO-3941,1,SUP-1004,PB-4890,WH-SOUTH,2026-05-15,2026-06-02,2026-06-02,50,50,0,26.7,1335.0,received
PO-3942,1,SUP-1004,PB-4340,WH-WEST,2026-06-02,2026-06-20,2026-06-22,25,25,0,28.9,722.5,received
PO-3943,1,SUP-1004,PB-4340,WH-CENTRAL,2026-05-25,2026-06-12,2026-06-11,50,49,1,28.9,1445.0,received
PO-3944,1,SUP-1004,PB-4340,WH-CENTRAL,2026-05-21,2026-06-08,2026-06-08,150,147,3,28.9,4335.0,received
PO-3945,1,SUP-1004,PB-4560,WH-SOUTH,2026-06-01,2026-06-19,2026-06-21,50,50,0,11.8,590.0,received
PO-3946,1,SUP-1004,PB-4675,WH-CENTRAL,2026-06-01,2026-06-19,2026-06-22,500,494,6,22.4,11200.0,received
PO-3947,1,SUP-1004,PB-4675,WH-CENTRAL,2026-05-12,2026-05-30,2026-05-28,100,98,2,22.4,2240.0,received
PO-3948,1,SUP-1004,PB-4340,WH-EAST,2026-06-03,2026-06-21,2026-06-21,150,148,2,28.9,4335.0,received
PO-3949,1,SUP-1004,PB-4340,WH-CENTRAL,2026-05-15,2026-06-02,2026-06-02,100,98,2,28.9,2890.0,received
PO-3950,1,SUP-1004,PB-4340,WH-SOUTH,2026-06-05,2026-06-23,2026-06-23,500,490,10,28.9,14450.0,received
PO-3951,1,SUP-1004,PB-4560,WH-CENTRAL,2026-05-18,2026-06-05,2026-06-05,150,146,4,11.8,1770.0,received
PO-3952,1,SUP-1004,PB-4995,WH-SOUTH,2026-05-19,2026-06-06,2026-06-06,50,49,1,19.8,990.0,received
PO-3953,1,SUP-1005,HF-1010,WH-WEST,2026-05-26,2026-06-16,2026-06-16,150,146,4,48.6,7290.0,received
PO-3954,1,SUP-1005,HF-1455,WH-WEST,2026-05-14,2026-06-04,2026-06-05,100,98,2,14.2,1420.0,received
PO-3955,1,SUP-1005,HF-1560,WH-EAST,2026-05-19,2026-06-09,2026-06-10,500,488,12,34.5,17250.0,received
PO-3956,1,SUP-1005,HF-1560,WH-SOUTH,2026-05-11,2026-06-01,2026-06-02,25,24,1,34.5,862.5,received
PO-3957,1,SUP-1005,HF-1125,WH-CENTRAL,2026-05-19,2026-06-09,2026-06-09,500,486,14,22.3,11150.0,received
PO-3958,1,SUP-1005,HF-1455,WH-WEST,2026-05-26,2026-06-16,2026-06-14,200,194,6,14.2,2840.0,received
PO-3959,1,SUP-1005,HF-1230,WH-SOUTH,2026-05-29,2026-06-19,2026-06-17,100,99,1,285.0,28500.0,received
PO-3960,1,SUP-1005,HF-1010,WH-CENTRAL,2026-06-03,2026-06-24,2026-06-24,500,489,11,48.6,24300.0,received
PO-3961,1,SUP-1005,HF-1230,WH-WEST,2026-06-01,2026-06-22,2026-06-25,500,490,10,285.0,142500.0,received
PO-3962,1,SUP-1005,HF-1230,WH-EAST,2026-05-26,2026-06-16,2026-06-16,200,198,2,285.0,57000.0,received
PO-3963,1,SUP-1005,HF-1010,WH-CENTRAL,2026-05-22,2026-06-12,2026-06-14,150,147,3,48.6,7290.0,received
PO-3964,1,SUP-1005,HF-1340,WH-WEST,2026-05-28,2026-06-18,2026-06-19,25,25,0,8.7,217.5,received
PO-3965,1,SUP-1005,HF-1125,WH-WEST,2026-05-12,2026-06-02,2026-06-02,50,49,1,22.3,1115.0,received
PO-3966,1,SUP-1005,HF-1560,WH-EAST,2026-05-14,2026-06-04,2026-06-09,250,245,5,34.5,8625.0,received
PO-3967,1,SUP-1005,HF-1560,WH-WEST,2026-05-18,2026-06-08,2026-06-08,250,246,4,34.5,8625.0,received
PO-3968,1,SUP-1005,HF-1010,WH-CENTRAL,2026-05-11,2026-06-01,2026-06-01,200,194,6,48.6,9720.0,received
PO-3969,1,SUP-1005,HF-1560,WH-SOUTH,2026-06-08,2026-06-29,2026-06-28,50,49,1,34.5,1725.0,received
PO-3970,1,SUP-1005,HF-1455,WH-EAST,2026-05-13,2026-06-03,2026-06-03,500,490,10,14.2,7100.0,received
PO-3971,1,SUP-1005,HF-1560,WH-WEST,2026-05-12,2026-06-02,2026-06-03,150,147,3,34.5,5175.0,received
PO-3972,1,SUP-1005,HF-1560,WH-EAST,2026-06-09,2026-06-30,2026-06-30,500,485,15,34.5,17250.0,received
PO-3973,1,SUP-1006,SE-1230,WH-EAST,2026-05-13,2026-05-18,2026-05-19,200,194,6,125.0,25000.0,received
PO-3974,1,SUP-1006,SE-1230,WH-EAST,2026-06-02,2026-06-07,2026-06-10,100,98,2,125.0,12500.0,received
PO-3975,1,SUP-1006,SE-1455,WH-WEST,2026-05-11,2026-05-16,2026-05-15,250,245,5,18.5,4625.0,received
PO-3976,1,SUP-1006,SE-1010,WH-CENTRAL,2026-05-18,2026-05-23,2026-05-21,250,248,2,32.4,8100.0,received
PO-3977,1,SUP-1006,SE-1125,WH-WEST,2026-05-15,2026-05-20,2026-05-20,100,98,2,8.6,860.0,received
PO-3978,1,SUP-1006,SE-1125,WH-WEST,2026-05-12,2026-05-17,2026-05-18,25,24,1,8.6,215.0,received
PO-3979,1,SUP-1006,SE-1230,WH-CENTRAL,2026-06-01,2026-06-06,2026-06-06,150,149,1,125.0,18750.0,received
PO-3980,1,SUP-1006,SE-1125,WH-SOUTH,2026-05-11,2026-05-16,2026-05-16,50,49,1,8.6,430.0,received
PO-3981,1,SUP-1006,SE-1560,WH-SOUTH,2026-05-14,2026-05-19,2026-05-21,25,25,0,11.3,282.5,received
PO-3982,1,SUP-1006,SE-1125,WH-SOUTH,2026-05-14,2026-05-19,2026-05-19,150,146,4,8.6,1290.0,received
PO-3983,1,SUP-1006,SE-1230,WH-CENTRAL,2026-06-08,2026-06-13,2026-06-13,150,146,4,125.0,18750.0,received
PO-3984,1,SUP-1006,SE-1455,WH-WEST,2026-05-25,2026-05-30,2026-05-30,150,146,4,18.5,2775.0,received
