shipment_id,reference_type,reference_id,carrier_name,mode,origin_warehouse_id,destination,ship_date,estimated_arrival,actual_arrival,freight_cost,is_expedited,weight_kg,status
SHP-9358,SO,SO-3917,FastTrack Logistics,air,WH-SOUTH,"Reno, NV",2026-06-09,2026-06-10,2026-06-10,436.77,True,414.1,delivered
SHP-9359,SO,SO-6084,Continental Freight,LTL,WH-EAST,"Charlotte, NC",2026-05-15,2026-05-25,2026-05-25,287.1,False,48.5,delivered
SHP-9360,SO,SO-2027,Pacific Coast Carriers,ground,WH-WEST,"Houston, TX",2026-05-15,2026-05-20,2026-05-21,152.52,False,70.5,delivered
SHP-9361,SO,SO-4548,FastTrack Logistics,LTL,WH-SOUTH,"Detroit, MI",2026-06-02,2026-06-08,2026-06-08,311.0,False,361.1,delivered
SHP-9362,SO,SO-6864,Pacific Coast Carriers,ground,WH-CENTRAL,"Cleveland, OH",2026-06-09,2026-06-14,2026-06-14,306.41,False,41.6,delivered
SHP-9363,PO,PO-1125,Pacific Coast Carriers,ground,WH-CENTRAL,"Atlanta, GA",2026-06-02,2026-06-08,2026-06-08,305.14,False,340.7,delivered
SHP-9364,SO,SO-2709,Atlas Global Freight,ground,WH-CENTRAL,"Indianapolis, IN",2026-05-14,2026-05-19,2026-05-19,160.34,False,461.1,delivered
SHP-9365,SO,SO-6651,Midwest Express Shipping,ground,WH-CENTRAL,"Indianapolis, IN",2026-06-03,2026-06-11,2026-06-11,324.03,False,416.8,delivered
SHP-9366,SO,SO-5032,FastTrack Logistics,air,WH-CENTRAL,"Portland, OR",2026-05-11,2026-05-14,2026-05-14,770.43,True,491.9,delivered
SHP-9367,PO,PO-4041,FastTrack Logistics,LTL,WH-SOUTH,"Reno, NV",2026-06-02,2026-06-12,2026-06-14,148.51,False,205.2,delayed
SHP-9368,PO,PO-1682,Pacific Coast Carriers,FTL,WH-SOUTH,"Cleveland, OH",2026-06-05,2026-06-12,2026-06-12,260.8,False,336.4,delivered
SHP-9369,PO,PO-3846,Atlas Global Freight,ground,WH-CENTRAL,"Portland, OR",2026-05-27,2026-06-04,2026-06-04,276.02,False,102.9,delivered
SHP-9370,SO,SO-7075,FastTrack Logistics,air,WH-EAST,"Omaha, NE",2026-05-22,2026-05-23,2026-05-24,751.06,True,186.6,delivered
SHP-9371,SO,SO-4743,FastTrack Logistics,air,WH-CENTRAL,"Hartford, CT",2026-05-26,2026-05-28,2026-05-28,699.37,True,450.0,delivered
SHP-9372,SO,SO-2980,FastTrack Logistics,air,WH-SOUTH,"Omaha, NE",2026-05-19,2026-05-22,2026-05-24,685.22,True,10.3,delayed
SHP-9373,SO,SO-6455,Pacific Coast Carriers,ground,WH-CENTRAL,"Charlotte, NC",2026-05-14,2026-05-19,2026-05-19,169.32,False,377.7,delivered
SHP-9374,PO,PO-4028,Southern Route Transport,ground,WH-CENTRAL,"Hartford, CT",2026-06-01,2026-06-10,2026-06-10,363.57,False,107.5,delivered
SHP-9375,SO,SO-5579,Atlas Global Freight,LTL,WH-EAST,"Portland, OR",2026-05-26,2026-06-01,2026-06-01,267.64,False,309.7,delivered
SHP-9376,SO,SO-5551,FastTrack Logistics,LTL,WH-SOUTH,"Omaha, NE",2026-05-28,2026-06-05,2026-06-04,341.75,False,429.2,delivered
SHP-9377,PO,PO-3993,Continental Freight,ground,WH-EAST,"Reno, NV",2026-05-19,2026-05-23,2026-05-23,330.8,False,388.9,delivered
SHP-9378,PO,PO-2581,Midwest Express Shipping,ground,WH-CENTRAL,"Atlanta, GA",2026-06-09,2026-06-14,2026-06-14,328.92,False,309.4,delivered
SHP-9379,SO,SO-7301,FastTrack Logistics,air,WH-SOUTH,"Indianapolis, IN",2026-05-26,2026-05-29,2026-05-29,442.53,True,157.9,delivered
SHP-9380,PO,PO-2852,Pacific Coast Carriers,LTL,WH-WEST,"Atlanta, GA",2026-05-12,2026-05-16,2026-05-16,122.07,False,282.6,delivered
SHP-9381,SO,SO-3513,FastTrack Logistics,air,WH-CENTRAL,"Houston, TX",2026-06-08,2026-06-09,2026-06-09,1018.82,True,337.7,delivered
SHP-9382,SO,SO-3094,FastTrack Logistics,air,WH-WEST,"Omaha, NE",2026-06-05,2026-06-06,2026-06-07,864.3,True,118.9,delivered
SHP-9383,SO,SO-6380,FastTrack Logistics,air,WH-CENTRAL,"Atlanta, GA",2026-05-18,2026-05-19,2026-05-19,535.09,True,355.5,delivered
SHP-9384,SO,SO-4819,FastTrack Logistics,air,WH-WEST,"Indianapolis, IN",2026-06-04,2026-06-06,2026-06-06,668.59,True,296.8,delivered
SHP-9385,PO,PO-2254,FastTrack Logistics,FTL,WH-WEST,"Boston, MA",2026-06-19,2026-06-29,2026-07-01,173.99,False,160.9,delayed
SHP-9386,PO,PO-1870,Continental Freight,ground,WH-CENTRAL,"Long Beach, CA",2026-07-06,2026-07-14,2026-07-14,208.49,False,449.2,delivered
SHP-9387,PO,PO-1976,FastTrack Logistics,air,WH-WEST,"Long Beach, CA",2026-07-06,2026-07-08,2026-07-07,512.34,True,44.5,delivered
SHP-9388,SO,SO-2035,FastTrack Logistics,air,WH-EAST,"Boston, MA",2026-06-18,2026-06-20,2026-06-20,1026.24,True,79.7,delivered
SHP-9389,PO,PO-3915,Continental Freight,LTL,WH-WEST,"Portland, OR",2026-06-17,2026-06-21,2026-06-21,206.84,False,269.4,delivered
SHP-9390,PO,PO-1747,Continental Freight,ground,WH-WEST,"Indianapolis, IN",2026-06-10,2026-06-20,2026-06-20,157.45,False,446.2,delivered
SHP-9391,SO,SO-3163,Pacific Coast Carriers,ground,WH-WEST,"Omaha, NE",2026-06-26,2026-07-04,2026-07-04,149.99,False,311.8,delivered
SHP-9392,SO,SO-4468,Atlas Global Freight,LTL,WH-SOUTH,"Cleveland, OH",2026-07-09,2026-07-14,,158.33,False,21.1,in_transit
SHP-9393,PO,PO-2874,FastTrack Logistics,air,WH-WEST,"Atlanta, GA",2026-06-29,2026-07-01,2026-07-01,678.92,True,372.2,delivered
SHP-9394,SO,SO-3459,Pacific Coast Carriers,LTL,WH-EAST,"Boston, MA",2026-07-03,2026-07-12,2026-07-12,183.6,False,109.1,delivered
SHP-9395,PO,PO-1088,FastTrack Logistics,air,WH-EAST,"Hartford, CT",2026-06-24,2026-06-27,2026-06-27,670.25,True,420.3,delivered
SHP-9396,SO,SO-3630,Southern Route Transport,ground,WH-SOUTH,"Portland, OR",2026-07-07,2026-07-14,2026-07-14,252.13,False,447.6,delivered
SHP-9397,SO,SO-4090,Southern Route Transport,FTL,WH-SOUTH,"Detroit, MI",2026-06-24,2026-06-27,2026-06-27,274.18,False,310.7,delivered
SHP-9398,PO,PO-1488,Pacific Coast Carriers,FTL,WH-EAST,"Reno, NV",2026-06-11,2026-06-21,2026-06-21,265.16,False,466.7,delivered
SHP-9399,SO,SO-2186,Pacific Coast Carriers,ground,WH-WEST,"Houston, TX",2026-06-29,2026-07-06,2026-07-06,371.51,False,134.1,delivered
SHP-9400,SO,SO-6156,Southern Route Transport,LTL,WH-WEST,"Charlotte, NC",2026-06-12,2026-06-22,2026-06-21,375.16,False,113.9,delivered
SHP-9401,PO,PO-2479,FastTrack Logistics,air,WH-WEST,"Hartford, CT",2026-07-09,2026-07-12,2026-07-12,442.79,True,459.3,delivered
SHP-9402,PO,PO-1041,Southern Route Transport,LTL,WH-SOUTH,"Portland, OR",2026-06-25,2026-07-04,2026-07-04,243.05,False,467.9,delivered
SHP-9403,PO,PO-3834,Pacific Coast Carriers,ground,WH-SOUTH,"Charlotte, NC",2026-06-17,2026-06-20,2026-06-20,339.41,False,324.8,delivered
SHP-9404,PO,PO-3630,Southern Route Transport,FTL,WH-SOUTH,"Detroit, MI",2026-06-17,2026-06-25,2026-06-25,280.64,False,314.8,delivered
SHP-9405,SO,SO-3736,Continental Freight,FTL,WH-SOUTH,"Boston, MA",2026-06-17,2026-06-23,2026-06-23,285.65,False,69.5,delivered
SHP-9406,SO,SO-2319,Midwest Express Shipping,ground,WH-CENTRAL,"Detroit, MI",2026-06-16,2026-06-25,2026-06-25,290.23,False,339.7,delivered
SHP-9407,PO,PO-2326,FastTrack Logistics,air,WH-CENTRAL,"Reno, NV",2026-07-03,2026-07-06,2026-07-06,605.62,True,36.2,delivered
SHP-9408,PO,PO-1468,Midwest Express Shipping,FTL,WH-EAST,"Hartford, CT",2026-06-11,2026-06-15,2026-06-18,228.96,False,286.4,delayed
SHP-9409,SO,SO-2729,Southern Route Transport,ground,WH-EAST,"Cleveland, OH",2026-07-01,2026-07-08,2026-07-08,285.98,False,151.5,delivered
SHP-9410,SO,SO-2941,Continental Freight,FTL,WH-CENTRAL,"Houston, TX",2026-06-10,2026-06-19,2026-06-19,293.87,False,334.6,delivered
SHP-9411,SO,SO-7070,Southern Route Transport,FTL,WH-WEST,"Omaha, NE",2026-06-26,2026-07-05,2026-07-05,288.91,False,411.8,delivered
SHP-9412,SO,SO-3663,Continental Freight,ground,WH-SOUTH,"Atlanta, GA",2026-06-26,2026-07-03,2026-07-06,321.16,False,274.5,delayed
SHP-9413,PO,PO-1722,Atlas Global Freight,LTL,WH-SOUTH,"Hartford, CT",2026-06-17,2026-06-26,2026-06-25,369.42,False,184.0,delivered
SHP-9414,PO,PO-1734,Southern Route Transport,FTL,WH-CENTRAL,"Boston, MA",2026-07-03,2026-07-09,2026-07-09,144.65,False,186.7,delivered
SHP-9415,SO,SO-3973,FastTrack Logistics,ground,WH-WEST,"Houston, TX",2026-06-22,2026-06-27,2026-06-28,371.57,False,405.1,delivered
SHP-9416,SO,SO-4794,FastTrack Logistics,ground,WH-SOUTH,"Long Beach, CA",2026-06-26,2026-07-03,2026-07-03,129.01,False,162.8,delivered
SHP-9417,SO,SO-5586,FastTrack Logistics,ground,WH-CENTRAL,"Atlanta, GA",2026-06-11,2026-06-15,2026-06-15,216.52,False,313.7,delivered
SHP-9418,SO,SO-4293,FastTrack Logistics,ground,WH-CENTRAL,"Reno, NV",2026-06-12,2026-06-19,2026-06-19,334.1,False,394.6,delivered
SHP-9419,SO,SO-6432,Southern Route Transport,LTL,WH-CENTRAL,"Long Beach, CA",2026-06-23,2026-06-26,2026-06-26,339.72,False,330.2,delivered
SHP-9420,PO,PO-3897,Atlas Global Freight,LTL,WH-SOUTH,"Long Beach, CA",2026-06-22,2026-06-25,2026-06-25,260.98,False,324.2,delivered
SHP-9421,PO,PO-3564,FastTrack Logistics,air,WH-WEST,"Boston, MA",2026-07-06,2026-07-07,2026-07-07,1065.77,True,253.9,delivered
SHP-9422,SO,SO-2131,Midwest Express Shipping,ground,WH-CENTRAL,"Long Beach, CA",2026-07-03,2026-07-06,2026-07-06,338.8,False,144.8,delivered
SHP-9423,SO,SO-2656,Continental Freight,LTL,WH-WEST,"Atlanta, GA",2026-06-19,2026-06-25,2026-06-25,265.45,False,480.4,delivered
SHP-9424,SO,SO-5510,Southern Route Transport,LTL,WH-EAST,"Long Beach, CA",2026-07-08,2026-07-14,2026-07-14,217.11,False,188.6,delivered
SHP-9425,PO,PO-2721,Continental Freight,LTL,WH-CENTRAL,"Omaha, NE",2026-06-23,2026-06-27,2026-06-27,372.66,False,325.9,delivered
SHP-9426,SO,SO-6737,FastTrack Logistics,air,WH-CENTRAL,"Houston, TX",2026-07-01,2026-07-03,2026-07-03,652.77,True,473.0,delivered
SHP-9427,SO,SO-7079,Southern Route Transport,LTL,WH-EAST,"Portland, OR",2026-06-23,2026-06-26,2026-06-26,243.96,False,352.8,delivered
SHP-9428,PO,PO-1931,FastTrack Logistics,LTL,WH-CENTRAL,"Charlotte, NC",2026-06-25,2026-07-04,2026-07-04,120.5,False,116.7,delivered
SHP-9429,SO,SO-4057,FastTrack Logistics,air,WH-SOUTH,"Boston, MA",2026-07-08,2026-07-09,2026-07-09,884.12,True,246.4,delivered
SHP-9430,SO,SO-5893,Atlas Global Freight,LTL,WH-SOUTH,"Indianapolis, IN",2026-07-08,2026-07-18,,151.35,False,491.9,in_transit
SHP-9431,SO,SO-5380,FastTrack Logistics,ground,WH-WEST,"Reno, NV",2026-06-11,2026-06-19,2026-06-19,228.14,False,441.0,delivered
SHP-9432,SO,SO-3792,Midwest Express Shipping,ground,WH-SOUTH,"Omaha, NE",2026-06-22,2026-06-28,2026-06-29,131.91,False,375.9,delivered
SHP-9433,PO,PO-4185,Midwest Express Shipping,ground,WH-CENTRAL,"Boston, MA",2026-07-08,2026-07-15,2026-07-15,187.57,False,253.2,delivered
SHP-9434,SO,SO-3902,Pacific Coast Carriers,ground,WH-WEST,"Omaha, NE",2026-06-26,2026-06-29,2026-06-29,176.35,False,113.8,delivered
SHP-9435,SO,SO-7311,FastTrack Logistics,air,WH-SOUTH,"Portland, OR",2026-06-12,2026-06-15,2026-06-15,550.21,True,466.8,delivered
SHP-9436,PO,PO-3004,FastTrack Logistics,air,WH-WEST,"Hartford, CT",2026-06-11,2026-06-13,2026-06-13,675.42,True,452.9,delivered
SHP-9437,PO,PO-3234,FastTrack Logistics,air,WH-SOUTH,"Boston, MA",2026-07-09,2026-07-10,2026-07-10,747.92,True,82.6,delivered
SHP-9438,SO,SO-2265,FastTrack Logistics,air,WH-EAST,"Boston, MA",2026-07-02,2026-07-04,2026-07-03,483.7,True,181.4,delivered
SHP-9439,SO,SO-2808,FastTrack Logistics,air,WH-EAST,"Hartford, CT",2026-06-17,2026-06-20,2026-06-20,754.07,True,113.2,delivered
SHP-9440,SO,SO-2415,Southern Route Transport,ground,WH-CENTRAL,"Houston, TX",2026-06-15,2026-06-24,2026-06-24,201.64,False,315.1,delivered
SHP-9441,PO,PO-2489,Southern Route Transport,ground,WH-SOUTH,"Indianapolis, IN",2026-06-22,2026-06-25,2026-06-28,166.87,False,362.9,delayed
SHP-9442,SO,SO-3730,Pacific Coast Carriers,FTL,WH-EAST,"Portland, OR",2026-06-29,2026-07-03,2026-07-03,204.44,False,358.4,delivered
SHP-9443,SO,SO-6839,FastTrack Logistics,air,WH-CENTRAL,"Reno, NV",2026-06-17,2026-06-20,2026-06-20,643.88,True,481.4,delivered
SHP-9444,PO,PO-2149,Southern Route Transport,FTL,WH-EAST,"Omaha, NE",2026-06-18,2026-06-21,2026-06-21,379.01,False,71.0,delivered
SHP-9445,SO,SO-2457,FastTrack Logistics,air,WH-EAST,"Omaha, NE",2026-06-26,2026-06-28,2026-06-28,490.21,True,254.5,delivered
SHP-9446,PO,PO-1601,Southern Route Transport,LTL,WH-SOUTH,"Omaha, NE",2026-06-24,2026-07-02,2026-07-02,378.52,False,12.8,delivered
SHP-9447,PO,PO-2492,FastTrack Logistics,LTL,WH-SOUTH,"Reno, NV",2026-06-19,2026-06-26,2026-06-27,223.48,False,178.3,delivered
SHP-9448,SO,SO-7054,Continental Freight,ground,WH-CENTRAL,"Long Beach, CA",2026-07-06,2026-07-11,2026-07-11,288.3,False,382.9,delivered
SHP-9449,PO,PO-2788,Midwest Express Shipping,LTL,WH-CENTRAL,"Detroit, MI",2026-07-02,2026-07-08,2026-07-08,281.33,False,128.1,delivered
SHP-9450,SO,SO-2349,Pacific Coast Carriers,ground,WH-EAST,"Detroit, MI",2026-06-30,2026-07-07,2026-07-07,284.82,False,207.1,delivered
SHP-9451,PO,PO-2570,Atlas Global Freight,LTL,WH-SOUTH,"Portland, OR",2026-06-10,2026-06-14,2026-06-14,210.48,False,189.3,delivered
SHP-9452,PO,PO-1196,FastTrack Logistics,ground,WH-SOUTH,"Houston, TX",2026-07-07,2026-07-13,2026-07-13,349.84,False,402.6,delivered
SHP-9453,SO,SO-4073,FastTrack Logistics,ground,WH-EAST,"Reno, NV",2026-06-15,2026-06-25,2026-06-25,207.05,False,443.4,delivered
SHP-9454,SO,SO-6243,Pacific Coast Carriers,ground,WH-WEST,"Hartford, CT",2026-06-22,2026-06-25,2026-06-25,368.38,False,100.1,delivered
SHP-9455,SO,SO-6698,FastTrack Logistics,LTL,WH-WEST,"Detroit, MI",2026-06-12,2026-06-21,2026-06-21,235.4,False,141.4,delivered
SHP-9456,SO,SO-4579,Atlas Global Freight,FTL,WH-SOUTH,"Hartford, CT",2026-06-25,2026-06-28,2026-06-28,246.79,False,492.7,delivered
SHP-9457,PO,PO-2558,Pacific Coast Carriers,FTL,WH-EAST,"Cleveland, OH",2026-06-29,2026-07-09,2026-07-10,348.6,False,350.3,delivered
SHP-9458,SO,SO-5572,Midwest Express Shipping,ground,WH-WEST,"Detroit, MI",2026-07-06,2026-07-13,2026-07-13,226.17,False,31.7,delivered
SHP-9459,SO,SO-2513,Pacific Coast Carriers,FTL,WH-CENTRAL,"Houston, TX",2026-07-01,2026-07-04,2026-07-05,325.42,False,98.1,delivered
SHP-9460,SO,SO-6866,FastTrack Logistics,air,WH-WEST,"Cleveland, OH",2026-07-01,2026-07-02,2026-07-03,1022.32,True,212.8,delivered
SHP-9461,SO,SO-5869,Midwest Express Shipping,LTL,WH-CENTRAL,"Atlanta, GA",2026-06-30,2026-07-09,2026-07-09,214.12,False,218.4,delivered
SHP-9462,PO,PO-1688,Pacific Coast Carriers,LTL,WH-CENTRAL,"Reno, NV",2026-06-19,2026-06-28,2026-06-28,163.58,False,456.9,delivered
SHP-9463,SO,SO-2296,Atlas Global Freight,ground,WH-WEST,"Boston, MA",2026-07-01,2026-07-07,2026-07-07,186.14,False,275.8,delivered
SHP-9464,PO,PO-2674,FastTrack Logistics,air,WH-CENTRAL,"Cleveland, OH",2026-06-15,2026-06-17,2026-06-17,675.39,True,116.4,delivered
SHP-9465,PO,PO-1640,Continental Freight,ground,WH-SOUTH,"Boston, MA",2026-07-07,2026-07-15,2026-07-15,256.63,False,344.2,delivered
SHP-9466,SO,SO-6231,FastTrack Logistics,air,WH-EAST,"Portland, OR",2026-07-07,2026-07-09,2026-07-09,830.26,True,134.5,delivered
SHP-9467,SO,SO-7050,Southern Route Transport,FTL,WH-EAST,"Cleveland, OH",2026-06-19,2026-06-29,2026-06-29,321.28,False,271.8,delivered
SHP-9468,SO,SO-6350,Atlas Global Freight,FTL,WH-WEST,"Atlanta, GA",2026-06-12,2026-06-19,2026-06-19,201.48,False,306.8,delivered
SHP-9469,PO,PO-1225,Continental Freight,LTL,WH-CENTRAL,"Hartford, CT",2026-06-29,2026-07-05,2026-07-05,276.72,False,296.5,delivered
SHP-9470,SO,SO-4875,FastTrack Logistics,air,WH-CENTRAL,"Long Beach, CA",2026-06-12,2026-06-15,2026-06-15,577.03,True,489.2,delivered
SHP-9471,PO,PO-4195,FastTrack Logistics,ground,WH-EAST,"Portland, OR",2026-06-16,2026-06-19,2026-06-19,378.71,False,363.3,delivered
SHP-9472,PO,PO-2073,FastTrack Logistics,air,WH-WEST,"Reno, NV",2026-07-08,2026-07-09,2026-07-09,748.48,True,285.4,delivered
SHP-9473,SO,SO-6906,Southern Route Transport,ground,WH-WEST,"Reno, NV",2026-06-18,2026-06-26,2026-06-26,188.49,False,88.0,delivered
SHP-9474,PO,PO-2911,Midwest Express Shipping,LTL,WH-WEST,"Houston, TX",2026-06-29,2026-07-06,2026-07-06,136.84,False,242.9,delivered
SHP-9475,SO,SO-4573,FastTrack Logistics,air,WH-CENTRAL,"Detroit, MI",2026-06-11,2026-06-12,2026-06-12,609.95,True,313.8,delivered
SHP-9476,SO,SO-4664,FastTrack Logistics,air,WH-WEST,"Long Beach, CA",2026-06-23,2026-06-25,2026-06-25,884.86,True,170.3,delivered
SHP-9477,PO,PO-2339,FastTrack Logistics,ground,WH-CENTRAL,"Cleveland, OH",2026-07-08,2026-07-14,2026-07-14,164.8,False,35.7,delivered
SHP-9478,SO,SO-4814,FastTrack Logistics,air,WH-SOUTH,"Charlotte, NC",2026-06-24,2026-06-26,2026-06-26,448.52,True,226.2,delivered
SHP-9479,SO,SO-4224,FastTrack Logistics,air,WH-CENTRAL,"Indianapolis, IN",2026-07-09,2026-07-12,2026-07-12,1070.77,True,45.6,delivered
SHP-9480,SO,SO-4457,FastTrack Logistics,air,WH-SOUTH,"Boston, MA",2026-07-09,2026-07-11,2026-07-11,991.81,True,55.8,delivered
SHP-9481,PO,PO-3670,Midwest Express Shipping,ground,WH-WEST,"Boston, MA",2026-06-16,2026-06-26,2026-06-26,346.44,False,448.2,delivered
SHP-9482,SO,SO-3773,FastTrack Logistics,air,WH-CENTRAL,"Charlotte, NC",2026-07-07,2026-07-08,2026-07-08,791.75,True,424.0,delivered
SHP-9483,PO,PO-1651,Midwest Express Shipping,FTL,WH-SOUTH,"Omaha, NE",2026-07-08,2026-07-18,,265.88,False,378.6,in_transit
SHP-9484,SO,SO-6318,Southern Route Transport,ground,WH-SOUTH,"Atlanta, GA",2026-06-12,2026-06-20,2026-06-20,277.99,False,448.8,delivered
SHP-9485,SO,SO-7081,Pacific Coast Carriers,ground,WH-EAST,"Charlotte, NC",2026-07-09,2026-07-19,,290.09,False,295.2,in_transit
SHP-9486,PO,PO-2122,FastTrack Logistics,ground,WH-CENTRAL,"Indianapolis, IN",2026-07-01,2026-07-04,2026-07-04,208.31,False,279.3,delivered
SHP-9487,SO,SO-2289,FastTrack Logistics,air,WH-EAST,"Boston, MA",2026-06-10,2026-06-12,2026-06-12,1075.56,True,61.1,delivered
SHP-9488,SO,SO-2701,FastTrack Logistics,air,WH-WEST,"Charlotte, NC",2026-07-01,2026-07-02,2026-07-02,496.39,True,454.9,delivered
SHP-9489,SO,SO-4163,Midwest Express Shipping,LTL,WH-SOUTH,"Long Beach, CA",2026-07-02,2026-07-05,2026-07-05,364.02,False,129.6,delivered
SHP-9490,SO,SO-2726,Pacific Coast Carriers,FTL,WH-EAST,"Boston, MA",2026-06-22,2026-07-02,2026-07-01,313.23,False,396.4,delivered
SHP-9491,PO,PO-1267,FastTrack Logistics,ground,WH-CENTRAL,"Portland, OR",2026-06-26,2026-07-05,2026-07-05,172.4,False,194.4,delivered
SHP-9492,SO,SO-7124,FastTrack Logistics,air,WH-CENTRAL,"Portland, OR",2026-07-02,2026-07-05,2026-07-05,462.71,True,440.9,delivered
SHP-9493,SO,SO-4428,FastTrack Logistics,air,WH-WEST,"Hartford, CT",2026-06-15,2026-06-17,2026-06-17,530.53,True,434.9,delivered
SHP-9494,PO,PO-4184,Continental Freight,LTL,WH-CENTRAL,"Boston, MA",2026-07-06,2026-07-13,2026-07-13,284.02,False,17.2,delivered
SHP-9495,SO,SO-3576,Midwest Express Shipping,LTL,WH-SOUTH,"Portland, OR",2026-06-24,2026-07-01,2026-07-04,173.92,False,257.4,delayed
SHP-9496,SO,SO-5063,FastTrack Logistics,ground,WH-SOUTH,"Portland, OR",2026-06-24,2026-06-28,2026-06-28,348.11,False,497.1,delivered
SHP-9497,SO,SO-3104,Continental Freight,LTL,WH-SOUTH,"Omaha, NE",2026-06-19,2026-06-25,2026-06-25,353.47,False,227.1,delivered
SHP-9498,PO,PO-2721,FastTrack Logistics,air,WH-WEST,"Charlotte, NC",2026-07-07,2026-07-08,2026-07-08,637.57,True,375.2,delivered
SHP-9499,SO,SO-6261,FastTrack Logistics,ground,WH-CENTRAL,"Hartford, CT",2026-06-10,2026-06-20,2026-06-20,311.84,False,321.2,delivered
SHP-9500,SO,SO-5223,Continental Freight,FTL,WH-WEST,"Indianapolis, IN",2026-07-08,2026-07-13,2026-07-13,321.95,False,234.1,delivered
SHP-9501,PO,PO-2651,Midwest Express Shipping,LTL,WH-CENTRAL,"Portland, OR",2026-07-02,2026-07-09,2026-07-09,364.2,False,333.8,delivered
SHP-9502,PO,PO-3431,Atlas Global Freight,ground,WH-EAST,"Reno, NV",2026-07-03,2026-07-08,2026-07-08,208.42,False,457.0,delivered
SHP-9503,SO,SO-5638,FastTrack Logistics,ground,WH-WEST,"Omaha, NE",2026-06-15,2026-06-24,2026-06-24,239.89,False,479.3,delivered
SHP-9504,SO,SO-4411,Continental Freight,ground,WH-EAST,"Portland, OR",2026-07-07,2026-07-14,2026-07-14,140.37,False,362.3,delivered
SHP-9505,PO,PO-4007,FastTrack Logistics,air,WH-CENTRAL,"Houston, TX",2026-06-24,2026-06-25,2026-06-25,890.17,True,363.9,delivered
SHP-9506,PO,PO-2320,Continental Freight,ground,WH-CENTRAL,"Boston, MA",2026-06-24,2026-06-27,2026-06-27,163.25,False,230.5,delivered
SHP-9507,SO,SO-7095,Midwest Express Shipping,ground,WH-SOUTH,"Omaha, NE",2026-07-02,2026-07-06,2026-07-07,139.68,False,198.5,delivered
SHP-9508,SO,SO-2949,Southern Route Transport,ground,WH-SOUTH,"Omaha, NE",2026-06-12,2026-06-17,2026-06-17,248.56,False,16.0,delivered
SHP-9509,SO,SO-4895,Continental Freight,FTL,WH-SOUTH,"Hartford, CT",2026-07-09,2026-07-18,,201.01,False,234.4,in_transit
SHP-9510,SO,SO-5493,Atlas Global Freight,LTL,WH-EAST,"Boston, MA",2026-07-03,2026-07-13,2026-07-13,371.17,False,11.8,delivered
SHP-9511,SO,SO-5144,Pacific Coast Carriers,ground,WH-CENTRAL,"Long Beach, CA",2026-07-07,2026-07-17,,293.98,False,459.8,in_transit
SHP-9512,SO,SO-3317,FastTrack Logistics,ground,WH-EAST,"Boston, MA",2026-07-09,2026-07-19,,338.01,False,155.8,in_transit
SHP-9513,SO,SO-6381,FastTrack Logistics,air,WH-SOUTH,"Omaha, NE",2026-07-06,2026-07-07,2026-07-10,716.28,True,150.4,delayed
SHP-9514,SO,SO-2923,FastTrack Logistics,ground,WH-CENTRAL,"Atlanta, GA",2026-06-24,2026-06-27,2026-06-30,379.71,False,216.4,delayed
SHP-9515,PO,PO-1561,FastTrack Logistics,air,WH-SOUTH,"Atlanta, GA",2026-07-07,2026-07-10,2026-07-12,466.49,True,466.2,delayed
SHP-9516,PO,PO-3881,Continental Freight,ground,WH-CENTRAL,"Hartford, CT",2026-06-30,2026-07-09,2026-07-09,292.26,False,279.2,delivered
SHP-9517,SO,SO-3352,Pacific Coast Carriers,ground,WH-EAST,"Omaha, NE",2026-07-06,2026-07-13,2026-07-13,196.58,False,388.1,delivered
SHP-9518,SO,SO-6542,Southern Route Transport,FTL,WH-SOUTH,"Long Beach, CA",2026-06-11,2026-06-19,2026-06-18,322.57,False,170.8,delivered
SHP-9519,SO,SO-5165,FastTrack Logistics,air,WH-CENTRAL,"Detroit, MI",2026-06-22,2026-06-23,2026-06-23,701.68,True,124.7,delivered
SHP-9520,SO,SO-5343,Atlas Global Freight,ground,WH-SOUTH,"Cleveland, OH",2026-06-26,2026-07-03,2026-07-03,301.44,False,110.8,delivered
SHP-9521,PO,PO-2036,Southern Route Transport,ground,WH-SOUTH,"Boston, MA",2026-06-22,2026-07-02,2026-07-02,240.93,False,155.6,delivered
SHP-9522,SO,SO-2856,FastTrack Logistics,air,WH-SOUTH,"Boston, MA",2026-06-19,2026-06-20,2026-06-20,892.72,True,110.3,delivered
SHP-9523,PO,PO-3091,FastTrack Logistics,air,WH-EAST,"Detroit, MI",2026-06-29,2026-06-30,2026-07-01,560.7,True,370.9,delivered
SHP-9524,SO,SO-2949,Atlas Global Freight,ground,WH-WEST,"Reno, NV",2026-06-16,2026-06-23,2026-06-23,295.85,False,125.4,delivered
SHP-9525,SO,SO-3065,FastTrack Logistics,air,WH-EAST,"Long Beach, CA",2026-06-12,2026-06-14,2026-06-14,650.45,True,395.5,delivered
SHP-9526,SO,SO-3718,FastTrack Logistics,ground,WH-SOUTH,"Houston, TX",2026-07-02,2026-07-11,2026-07-11,355.56,False,358.1,delivered
SHP-9527,SO,SO-5300,FastTrack Logistics,air,WH-SOUTH,"Long Beach, CA",2026-07-03,2026-07-04,2026-07-04,915.73,True,199.5,delivered
SHP-9528,SO,SO-5150,Southern Route Transport,LTL,WH-SOUTH,"Boston, MA",2026-07-03,2026-07-10,2026-07-10,321.51,False,392.4,delivered
