invoice_id,shipment_id,carrier_name,invoice_date,base_rate,fuel_surcharge,accessorial_charges,total_invoiced,contracted_rate,variance_amount,dispute_flag
INV-11749,SHP-8687,Atlas Global Freight,2026-04-30,274.0,17.12,0,291.12,295.55,-4.43,False
INV-11750,SHP-8688,Continental Freight,2026-05-08,133.9,20.75,0,154.65,143.04,11.61,False
INV-11751,SHP-8689,FastTrack Logistics,2026-04-15,246.47,21.19,0,267.66,255.44,12.22,False
INV-11752,SHP-8690,Continental Freight,2026-04-20,191.73,29.72,0,221.45,206.57,14.88,False
INV-11753,SHP-8691,FastTrack Logistics,2026-04-22,463.93,45.17,0,509.1,1113.43,-604.33,False
INV-11754,SHP-8692,Pacific Coast Carriers,2026-04-15,255.47,24.58,31.97,312.02,259.53,52.49,False
INV-11755,SHP-8693,Continental Freight,2026-04-28,140.33,21.75,0,162.08,141.49,20.59,False
INV-11756,SHP-8694,Pacific Coast Carriers,2026-04-17,268.21,16.47,41.45,326.13,278.73,47.4,False
INV-11757,SHP-8695,Midwest Express Shipping,2026-05-01,332.35,21.37,0,353.72,336.7,17.02,False
INV-11758,SHP-8696,Southern Route Transport,2026-04-22,338.18,31.85,0,370.03,359.09,10.94,False
INV-11759,SHP-8697,Southern Route Transport,2026-04-21,277.35,19.52,0,296.87,295.44,1.43,False
INV-11760,SHP-8698,Continental Freight,2026-04-13,163.82,25.39,0,189.21,164.33,24.88,False
INV-11761,SHP-8699,Midwest Express Shipping,2026-04-13,176.5,14.94,0,191.44,177.12,14.32,False
INV-11762,SHP-8700,Continental Freight,2026-05-06,187.29,29.03,0,216.32,188.39,27.93,False
INV-11763,SHP-8701,Southern Route Transport,2026-05-07,196.06,16.78,13.52,226.36,209.04,17.32,False
INV-11764,SHP-8702,Southern Route Transport,2026-04-16,329.02,29.94,23.84,382.8,331.04,51.76,False
INV-11765,SHP-8703,FastTrack Logistics,2026-05-06,166.37,14.21,0,180.58,174.77,5.81,False
INV-11766,SHP-8704,FastTrack Logistics,2026-05-06,266.15,18.27,0,284.42,278.3,6.12,False
INV-11767,SHP-8705,FastTrack Logistics,2026-04-16,434.76,42.94,0,477.7,1043.42,-565.72,False
INV-11768,SHP-8706,Pacific Coast Carriers,2026-04-16,289.14,27.83,0,316.97,298.31,18.66,False
INV-11769,SHP-8707,FastTrack Logistics,2026-04-24,135.67,9.25,26.68,171.6,141.27,30.33,False
INV-11770,SHP-8708,Continental Freight,2026-04-24,143.61,22.26,0,165.87,143.9,21.97,False
INV-11771,SHP-8709,Atlas Global Freight,2026-04-23,237.89,20.79,0,258.68,245.81,12.87,False
INV-11772,SHP-8710,Continental Freight,2026-05-08,186.77,28.95,0,215.72,190.88,24.84,False
INV-11773,SHP-8711,Atlas Global Freight,2026-04-30,310.37,28.08,0,338.45,331.69,6.76,False
INV-11774,SHP-8712,Southern Route Transport,2026-04-20,335.22,32.9,19.18,387.3,337.37,49.93,False
INV-11775,SHP-8713,Continental Freight,2026-04-16,264.94,41.07,27.65,333.66,273.27,60.39,False
INV-11776,SHP-8714,Midwest Express Shipping,2026-04-17,171.03,12.66,0,183.69,181.47,2.22,False
INV-11777,SHP-8715,Southern Route Transport,2026-04-14,299.31,29.59,13.45,342.35,306.63,35.72,False
INV-11778,SHP-8716,Continental Freight,2026-04-21,162.31,25.16,0,187.47,169.53,17.94,False
INV-11779,SHP-8717,Southern Route Transport,2026-05-07,275.59,17.29,0,292.88,276.74,16.14,False
INV-11780,SHP-8718,Atlas Global Freight,2026-04-28,317.44,30.07,16.58,364.09,321.35,42.74,False
INV-11781,SHP-8719,Southern Route Transport,2026-05-07,276.59,19.35,5.83,301.77,287.42,14.35,False
INV-11782,SHP-8720,Midwest Express Shipping,2026-04-22,191.32,18.46,0,209.78,195.79,13.99,False
INV-11783,SHP-8721,Midwest Express Shipping,2026-04-29,297.69,22.81,25.46,345.96,298.58,47.38,False
INV-11784,SHP-8722,Atlas Global Freight,2026-04-13,127.0,12.63,0,139.63,133.47,6.16,False
INV-11785,SHP-8723,FastTrack Logistics,2026-04-28,232.06,21.4,0,253.46,248.28,5.18,False
INV-11786,SHP-8724,Southern Route Transport,2026-05-06,227.79,17.35,0,245.14,233.22,11.92,False
INV-11787,SHP-8725,Southern Route Transport,2026-05-01,181.55,11.1,29.65,222.3,193.6,28.7,False
INV-11788,SHP-8726,Pacific Coast Carriers,2026-04-20,174.13,11.94,0,186.07,178.54,7.53,False
INV-11789,SHP-8727,Atlas Global Freight,2026-04-20,236.14,17.79,34.23,288.16,249.3,38.86,False
INV-11790,SHP-8728,FastTrack Logistics,2026-04-29,317.85,19.45,0,337.3,762.84,-425.54,False
INV-11791,SHP-8729,Continental Freight,2026-04-28,349.51,54.17,0,403.68,369.67,34.01,False
INV-11792,SHP-8730,Southern Route Transport,2026-04-27,185.28,17.2,0,202.48,193.27,9.21,False
INV-11793,SHP-8731,Midwest Express Shipping,2026-04-27,235.05,19.32,0,254.37,242.04,12.33,False
INV-11794,SHP-8732,FastTrack Logistics,2026-04-29,379.12,26.28,17.13,422.53,909.89,-487.36,False
INV-11795,SHP-8733,Southern Route Transport,2026-04-15,225.79,19.54,0,245.33,228.3,17.03,False
INV-11796,SHP-8734,FastTrack Logistics,2026-05-04,378.5,26.25,44.92,449.67,908.4,-458.73,False
INV-11797,SHP-8735,FastTrack Logistics,2026-04-23,193.71,15.51,0,209.22,205.74,3.48,False
INV-11798,SHP-8736,Midwest Express Shipping,2026-04-28,259.45,22.46,11.61,293.52,278.31,15.21,False
INV-11799,SHP-8737,Atlas Global Freight,2026-04-30,183.12,16.07,0,199.19,195.47,3.72,False
INV-11800,SHP-8738,Pacific Coast Carriers,2026-05-01,138.26,12.05,0,150.31,147.16,3.15,False
INV-11801,SHP-8739,Continental Freight,2026-04-15,281.79,43.68,0,325.47,302.4,23.07,False
INV-11802,SHP-8740,Atlas Global Freight,2026-05-05,287.42,21.74,0,309.16,308.11,1.05,False
INV-11803,SHP-8741,FastTrack Logistics,2026-04-14,236.1,17.19,0,253.29,237.25,16.04,False
INV-11804,SHP-8742,Midwest Express Shipping,2026-04-14,221.28,17.88,39.15,278.31,233.4,44.91,False
INV-11805,SHP-8743,Southern Route Transport,2026-04-15,232.77,20.85,37.91,291.53,244.01,47.52,False
INV-11806,SHP-8744,Midwest Express Shipping,2026-05-08,345.21,21.91,0,367.12,353.18,13.94,False
INV-11807,SHP-8745,Pacific Coast Carriers,2026-04-17,205.38,19.45,0,224.83,205.78,19.05,False
INV-11808,SHP-8746,Pacific Coast Carriers,2026-04-13,195.32,17.46,0,212.78,201.42,11.36,False
INV-11809,SHP-8747,Pacific Coast Carriers,2026-04-17,145.23,13.61,38.97,197.81,151.58,46.23,False
INV-11810,SHP-8748,Atlas Global Freight,2026-05-08,189.17,15.76,25.87,230.8,200.6,30.2,False
INV-11811,SHP-8749,Midwest Express Shipping,2026-05-05,280.52,19.58,38.61,338.71,286.69,52.02,False
INV-11812,SHP-8750,Pacific Coast Carriers,2026-04-16,291.25,23.16,21.74,336.15,312.96,23.19,False
INV-11813,SHP-8751,Pacific Coast Carriers,2026-04-14,236.78,23.15,0,259.93,254.68,5.25,False
INV-11814,SHP-8752,Continental Freight,2026-04-15,183.33,28.42,0,211.75,191.98,19.77,False
INV-11815,SHP-8753,Midwest Express Shipping,2026-04-13,143.56,11.61,0,155.17,148.41,6.76,False
INV-11816,SHP-8754,Southern Route Transport,2026-04-27,314.75,20.97,0,335.72,317.34,18.38,False
INV-11817,SHP-8755,Continental Freight,2026-04-21,168.65,26.14,0,194.79,174.31,20.48,False
INV-11818,SHP-8756,Continental Freight,2026-04-24,240.81,37.33,12.11,290.25,259.25,31.0,False
INV-11819,SHP-8757,Continental Freight,2026-04-29,342.17,53.04,0,395.21,369.36,25.85,False
INV-11820,SHP-8758,Southern Route Transport,2026-04-23,272.66,17.51,7.25,297.42,290.37,7.05,False
INV-11821,SHP-8759,Southern Route Transport,2026-04-28,127.83,9.01,19.1,155.94,129.72,26.22,False
INV-11822,SHP-8760,FastTrack Logistics,2026-04-22,383.58,23.36,0,406.94,920.59,-513.65,False
INV-11823,SHP-8761,Atlas Global Freight,2026-05-05,192.76,16.38,0,209.14,205.21,3.93,False
INV-11824,SHP-8762,Atlas Global Freight,2026-04-16,342.75,26.35,25.35,394.45,360.15,34.3,False
INV-11825,SHP-8763,FastTrack Logistics,2026-04-29,340.69,24.2,0,364.89,346.74,18.15,False
INV-11826,SHP-8764,FastTrack Logistics,2026-04-22,283.66,26.88,0,310.54,299.63,10.91,False
INV-11827,SHP-8765,Midwest Express Shipping,2026-04-29,127.17,9.96,0,137.13,127.3,9.83,False
INV-11828,SHP-8766,Atlas Global Freight,2026-04-27,203.02,12.56,0,215.58,212.45,3.13,False
INV-11829,SHP-8767,FastTrack Logistics,2026-04-28,329.71,32.36,0,362.07,329.72,32.35,False
INV-11830,SHP-8768,Midwest Express Shipping,2026-04-14,247.79,17.15,44.59,309.53,258.94,50.59,False
INV-11831,SHP-8769,Southern Route Transport,2026-04-28,162.76,12.6,0,175.36,167.3,8.06,False
INV-11832,SHP-8770,Southern Route Transport,2026-05-04,218.32,15.69,13.86,247.87,228.55,19.32,False
INV-11833,SHP-8771,Atlas Global Freight,2026-04-13,151.68,12.93,26.15,190.76,161.27,29.49,False
INV-11834,SHP-8772,Southern Route Transport,2026-05-01,142.22,12.58,0,154.8,143.73,11.07,False
INV-11835,SHP-8773,Pacific Coast Carriers,2026-04-17,164.75,13.32,42.63,220.7,171.24,49.46,False
INV-11836,SHP-8774,FastTrack Logistics,2026-04-13,320.93,22.51,0,343.44,341.52,1.92,False
INV-11837,SHP-8775,Southern Route Transport,2026-04-22,152.72,12.64,0,165.36,161.58,3.78,False
INV-11838,SHP-8776,Southern Route Transport,2026-04-15,187.05,14.81,0,201.86,193.67,8.19,False
INV-11839,SHP-8777,Southern Route Transport,2026-04-28,239.14,22.78,14.29,276.21,252.01,24.2,False
INV-11840,SHP-8778,Continental Freight,2026-05-04,177.62,27.53,15.81,220.96,190.4,30.56,False
INV-11841,SHP-8779,Midwest Express Shipping,2026-04-15,170.62,16.88,38.13,225.63,173.46,52.17,False
INV-11842,SHP-8780,Continental Freight,2026-04-20,135.09,20.94,0,156.03,137.57,18.46,False
INV-11843,SHP-8781,Southern Route Transport,2026-05-04,197.98,18.65,0,216.63,205.53,11.1,False
INV-11844,SHP-8782,FastTrack Logistics,2026-04-28,324.51,26.13,0,350.64,336.72,13.92,False
INV-11845,SHP-8783,Continental Freight,2026-05-08,250.02,38.75,0,288.77,256.45,32.32,False
INV-11846,SHP-8784,Midwest Express Shipping,2026-05-04,149.97,11.22,0,161.19,156.88,4.31,False
INV-11847,SHP-8785,Midwest Express Shipping,2026-04-16,194.31,15.63,15.1,225.04,203.7,21.34,False
INV-11848,SHP-8786,Midwest Express Shipping,2026-04-14,174.33,11.04,29.45,214.82,187.86,26.96,False
INV-11849,SHP-8787,FastTrack Logistics,2026-05-06,464.19,36.18,0,500.37,1114.06,-613.69,False
INV-11850,SHP-8788,Midwest Express Shipping,2026-05-08,257.9,24.2,0,282.1,270.2,11.9,False
INV-11851,SHP-8789,Midwest Express Shipping,2026-04-22,308.4,21.42,36.29,366.11,322.54,43.57,False
INV-11852,SHP-8790,Pacific Coast Carriers,2026-04-24,147.17,14.17,33.97,195.31,152.38,42.93,False
INV-11853,SHP-8791,Atlas Global Freight,2026-04-17,232.0,17.98,0,249.98,248.39,1.59,False
INV-11854,SHP-8792,Midwest Express Shipping,2026-05-08,189.95,12.04,0,201.99,193.57,8.42,False
INV-11855,SHP-8793,Pacific Coast Carriers,2026-05-04,278.11,26.88,8.4,313.39,297.48,15.91,False
INV-11856,SHP-8794,Continental Freight,2026-04-30,271.59,42.1,0,313.69,279.81,33.88,False
INV-11857,SHP-8795,Midwest Express Shipping,2026-04-21,216.77,17.25,0,234.02,221.11,12.91,False
INV-11858,SHP-8796,Southern Route Transport,2026-04-22,281.73,22.04,0,303.77,303.46,0.31,False
INV-11859,SHP-8797,Atlas Global Freight,2026-04-13,205.85,12.62,2.64,221.11,211.08,10.03,False
INV-11860,SHP-8798,FastTrack Logistics,2026-04-28,193.58,16.12,43.32,253.02,207.68,45.34,False
INV-11861,SHP-8799,Southern Route Transport,2026-04-22,205.09,15.34,0,220.43,205.7,14.73,False
INV-11862,SHP-8800,FastTrack Logistics,2026-05-08,439.98,30.34,8.18,478.5,1055.95,-577.45,False
INV-11863,SHP-8801,Midwest Express Shipping,2026-05-05,137.88,9.64,0,147.52,143.23,4.29,False
INV-11864,SHP-8802,Continental Freight,2026-04-30,245.33,38.03,33.17,316.53,246.51,70.02,False
INV-11865,SHP-8803,Pacific Coast Carriers,2026-04-20,185.34,13.25,0,198.59,194.06,4.53,False
INV-11866,SHP-8804,Pacific Coast Carriers,2026-05-08,148.44,10.53,0,158.97,155.19,3.78,False
INV-11867,SHP-8805,Southern Route Transport,2026-04-21,247.1,15.41,0,262.51,259.78,2.73,False
INV-11868,SHP-8806,Continental Freight,2026-04-20,194.89,30.21,0,225.1,195.73,29.37,False
INV-11869,SHP-8807,Midwest Express Shipping,2026-04-29,144.61,14.38,0,158.99,153.21,5.78,False
INV-11870,SHP-8808,Pacific Coast Carriers,2026-04-28,271.3,19.93,0,291.23,272.2,19.03,False
INV-11871,SHP-8809,Southern Route Transport,2026-04-27,284.14,27.77,0,311.91,291.34,20.57,False
INV-11872,SHP-8810,Southern Route Transport,2026-04-22,279.13,22.65,0,301.78,294.82,6.96,False
INV-11873,SHP-8811,Midwest Express Shipping,2026-05-08,254.7,16.48,0,271.18,269.69,1.49,False
INV-11874,SHP-8812,Southern Route Transport,2026-04-17,274.16,24.71,0,298.87,290.67,8.2,False
INV-11875,SHP-8813,Midwest Express Shipping,2026-05-08,195.7,18.15,0,213.85,198.79,15.06,False
INV-11876,SHP-8814,Atlas Global Freight,2026-04-27,247.94,20.44,0,268.38,266.32,2.06,False
INV-11877,SHP-8815,Southern Route Transport,2026-04-24,349.16,25.48,28.64,403.28,364.53,38.75,False
INV-11878,SHP-8816,Pacific Coast Carriers,2026-05-06,207.66,19.33,0,226.99,223.33,3.66,False
INV-11879,SHP-8817,Midwest Express Shipping,2026-04-14,319.36,25.23,0,344.59,320.74,23.85,False
INV-11880,SHP-8818,Southern Route Transport,2026-04-20,224.51,18.95,21.26,264.72,239.41,25.31,False
INV-11881,SHP-8819,FastTrack Logistics,2026-04-29,245.72,21.04,0,266.76,251.86,14.9,False
INV-11882,SHP-8820,Continental Freight,2026-05-07,157.46,24.41,0,181.87,162.3,19.57,False
INV-11883,SHP-8821,Midwest Express Shipping,2026-04-23,344.16,21.72,0,365.88,348.44,17.44,False
INV-11884,SHP-8822,Midwest Express Shipping,2026-04-20,177.75,13.29,0,191.04,190.71,0.33,False
INV-11885,SHP-8823,Continental Freight,2026-04-24,275.01,42.63,12.66,330.3,287.26,43.04,False
INV-11886,SHP-8824,Continental Freight,2026-05-08,285.43,44.24,32.12,361.79,305.68,56.11,False
INV-11887,SHP-8825,Atlas Global Freight,2026-04-28,343.75,28.11,0,371.86,361.94,9.92,False
INV-11888,SHP-8826,Southern Route Transport,2026-04-14,170.24,13.32,0,183.56,170.51,13.05,False
INV-11889,SHP-8827,FastTrack Logistics,2026-04-27,212.03,15.09,0,227.12,217.7,9.42,False
INV-11890,SHP-8828,Southern Route Transport,2026-05-06,240.75,17.24,0,257.99,253.09,4.9,False
INV-11891,SHP-8829,Southern Route Transport,2026-04-16,263.69,22.74,0,286.43,269.7,16.73,False
INV-11892,SHP-8830,Atlas Global Freight,2026-04-15,229.99,20.61,32.13,282.73,233.34,49.39,False
INV-11893,SHP-8831,Southern Route Transport,2026-05-06,190.08,12.78,0,202.86,203.84,-0.98,False
INV-11894,SHP-8832,FastTrack Logistics,2026-05-05,387.28,35.73,0,423.01,929.47,-506.46,False
INV-11895,SHP-8833,Pacific Coast Carriers,2026-04-23,311.08,20.25,37.99,369.32,314.58,54.74,True
INV-11896,SHP-8834,Midwest Express Shipping,2026-04-30,128.01,9.66,26.76,164.43,134.01,30.42,False
INV-11897,SHP-8835,FastTrack Logistics,2026-04-29,304.58,23.93,0,328.51,730.99,-402.48,False
INV-11898,SHP-8836,Continental Freight,2026-04-29,335.01,51.93,0,386.94,359.82,27.12,False
INV-11899,SHP-8837,Pacific Coast Carriers,2026-04-29,253.23,15.47,0,268.7,273.2,-4.5,False
INV-11900,SHP-8838,Pacific Coast Carriers,2026-05-04,278.29,20.05,0,298.34,278.8,19.54,False
INV-11901,SHP-8839,Continental Freight,2026-04-15,188.64,29.24,37.32,255.2,192.24,62.96,False
INV-11902,SHP-8840,Southern Route Transport,2026-04-15,276.69,21.69,0,298.38,282.1,16.28,False
INV-11903,SHP-8841,FastTrack Logistics,2026-04-15,260.03,17.48,0,277.51,261.2,16.31,False
INV-11904,SHP-8842,Midwest Express Shipping,2026-04-28,238.3,20.94,0,259.24,252.12,7.12,False
INV-11905,SHP-8843,Atlas Global Freight,2026-05-08,269.99,26.54,0,296.53,291.12,5.41,False
INV-11906,SHP-8844,Pacific Coast Carriers,2026-04-15,248.76,18.45,0,267.21,262.08,5.13,False
INV-11907,SHP-8845,Pacific Coast Carriers,2026-04-30,236.66,19.2,0,255.86,244.12,11.74,False
INV-11908,SHP-8846,FastTrack Logistics,2026-04-15,236.47,15.58,0,252.05,243.51,8.54,False
INV-11909,SHP-8847,Midwest Express Shipping,2026-04-30,284.23,19.04,0,303.27,286.33,16.94,False
INV-11910,SHP-8848,Pacific Coast Carriers,2026-04-14,225.61,19.86,0,245.47,237.77,7.7,False
INV-11911,SHP-8849,Pacific Coast Carriers,2026-04-29,141.49,11.67,8.79,161.95,151.19,10.76,False
INV-11912,SHP-8850,Southern Route Transport,2026-04-22,168.68,15.04,0,183.72,180.7,3.02,False
INV-11913,SHP-8851,Southern Route Transport,2026-04-24,206.97,15.86,0,222.83,210.34,12.49,False
INV-11914,SHP-8852,Pacific Coast Carriers,2026-04-16,345.82,32.09,0,377.91,367.74,10.17,False
INV-11915,SHP-8853,Atlas Global Freight,2026-04-22,260.21,15.81,0,276.02,269.87,6.15,False
INV-11916,SHP-8854,Midwest Express Shipping,2026-04-20,227.66,18.21,0,245.87,229.15,16.72,False
INV-11917,SHP-8855,Midwest Express Shipping,2026-05-04,130.64,7.89,0,138.53,135.53,3.0,False
INV-11918,SHP-8856,Atlas Global Freight,2026-04-29,173.11,14.46,0,187.57,180.75,6.82,False
INV-11919,SHP-8857,FastTrack Logistics,2026-04-22,442.98,40.86,0,483.84,1063.15,-579.31,False
INV-11920,SHP-8858,Atlas Global Freight,2026-04-21,187.12,15.47,0,202.59,197.48,5.11,False
INV-11921,SHP-8859,Atlas Global Freight,2026-04-21,127.9,11.43,0,139.33,136.77,2.56,False
INV-11922,SHP-8860,Pacific Coast Carriers,2026-04-15,345.87,33.81,0,379.68,350.26,29.42,False
INV-11923,SHP-8861,Southern Route Transport,2026-05-04,245.42,23.28,41.77,310.47,250.45,60.02,False
INV-11924,SHP-8862,Southern Route Transport,2026-05-07,322.64,29.65,7.7,359.99,336.66,23.33,False
INV-11925,SHP-8863,Pacific Coast Carriers,2026-05-04,337.62,27.62,0,365.24,350.16,15.08,False
INV-11926,SHP-8864,Continental Freight,2026-05-01,295.05,45.73,44.31,385.09,302.92,82.17,False
INV-11927,SHP-8865,Midwest Express Shipping,2026-04-22,222.83,19.76,0,242.59,239.92,2.67,False
INV-11928,SHP-8866,Midwest Express Shipping,2026-04-21,169.97,16.86,13.66,200.49,172.94,27.55,False
INV-11929,SHP-8867,Continental Freight,2026-05-06,316.1,49.0,0,365.1,319.98,45.12,False
INV-11930,SHP-8868,Midwest Express Shipping,2026-04-27,197.25,15.3,19.21,231.76,202.82,28.94,False
INV-11931,SHP-8869,Pacific Coast Carriers,2026-04-29,165.77,14.27,0,180.04,170.88,9.16,False
INV-11932,SHP-8870,Pacific Coast Carriers,2026-04-29,137.76,9.99,0,147.75,140.94,6.81,False
INV-11933,SHP-8871,Continental Freight,2026-04-16,288.11,44.66,0,332.77,303.44,29.33,False
INV-11934,SHP-8872,FastTrack Logistics,2026-04-15,342.14,24.18,0,366.32,362.67,3.65,False
INV-11935,SHP-8873,Midwest Express Shipping,2026-04-15,338.37,29.83,0,368.2,353.2,15.0,False
INV-11936,SHP-8874,Continental Freight,2026-05-06,211.45,32.77,0,244.22,225.17,19.05,False
INV-11937,SHP-8875,Atlas Global Freight,2026-05-07,263.74,24.7,0,288.44,276.61,11.83,False
INV-11938,SHP-8876,Pacific Coast Carriers,2026-04-21,336.47,23.65,0,360.12,337.96,22.16,False
INV-11939,SHP-8877,Continental Freight,2026-04-14,202.53,31.39,0,233.92,210.06,23.86,False
INV-11940,SHP-8878,Continental Freight,2026-05-06,288.55,44.73,0,333.28,295.07,38.21,False
INV-11941,SHP-8879,Pacific Coast Carriers,2026-05-06,193.17,15.93,32.49,241.59,206.07,35.52,False
INV-11942,SHP-8880,Continental Freight,2026-04-23,261.52,40.54,11.24,313.3,267.88,45.42,False
INV-11943,SHP-8881,Southern Route Transport,2026-04-28,252.42,16.04,0,268.46,263.94,4.52,False
INV-11944,SHP-8882,Atlas Global Freight,2026-04-22,172.42,13.06,0,185.48,178.9,6.58,False
INV-11945,SHP-8883,FastTrack Logistics,2026-05-08,172.13,16.73,39.14,228.0,178.89,49.11,False
INV-11946,SHP-8884,Pacific Coast Carriers,2026-04-27,299.33,20.6,0,319.93,320.54,-0.61,False
INV-11947,SHP-8885,Pacific Coast Carriers,2026-04-14,292.21,27.66,31.67,351.54,314.09,37.45,False
INV-11948,SHP-8886,Pacific Coast Carriers,2026-05-04,199.49,19.67,0,219.16,210.06,9.1,False
INV-11949,SHP-8887,Southern Route Transport,2026-05-01,170.15,14.17,0,184.32,170.26,14.06,False
INV-11950,SHP-8888,Pacific Coast Carriers,2026-05-01,321.6,25.33,0,346.93,337.47,9.46,False
INV-11951,SHP-8889,Continental Freight,2026-04-21,127.07,19.7,30.93,177.7,136.63,41.07,False
INV-11952,SHP-8890,FastTrack Logistics,2026-04-21,205.88,13.5,30.49,249.87,216.01,33.86,False
INV-11953,SHP-8891,FastTrack Logistics,2026-04-23,162.42,12.82,40.77,216.01,174.14,41.87,False
INV-11954,SHP-8892,Pacific Coast Carriers,2026-04-13,146.18,14.56,0,160.74,146.47,14.27,False
INV-11955,SHP-8893,Southern Route Transport,2026-04-14,324.48,25.53,34.85,384.86,330.37,54.49,False
INV-11956,SHP-8894,FastTrack Logistics,2026-04-22,154.63,10.65,27.56,192.84,163.06,29.78,False
INV-11957,SHP-8895,Atlas Global Freight,2026-05-05,139.92,9.76,0,149.68,143.09,6.59,False
INV-11958,SHP-8896,Atlas Global Freight,2026-05-05,142.25,8.71,0,150.96,145.22,5.74,False
INV-11959,SHP-8897,Midwest Express Shipping,2026-04-14,288.55,26.01,0,314.56,292.8,21.76,False
INV-11960,SHP-8898,Southern Route Transport,2026-05-07,252.16,19.85,0,272.01,264.66,7.35,False
INV-11961,SHP-8899,Midwest Express Shipping,2026-04-21,138.69,9.91,36.66,185.26,146.62,38.64,False
INV-11962,SHP-8900,Southern Route Transport,2026-04-21,327.07,20.92,43.29,391.28,339.9,51.38,False
INV-11963,SHP-8901,Midwest Express Shipping,2026-04-21,137.32,9.93,0,147.25,141.99,5.26,False
INV-11964,SHP-8902,Midwest Express Shipping,2026-04-14,269.14,25.56,0,294.7,287.2,7.5,False
INV-11965,SHP-8903,Continental Freight,2026-04-28,331.36,51.36,0,382.72,338.11,44.61,False
INV-11966,SHP-8904,Southern Route Transport,2026-04-15,330.42,27.0,0,357.42,333.67,23.75,False
INV-11967,SHP-8905,FastTrack Logistics,2026-05-08,228.59,22.42,0,251.01,240.99,10.02,False
INV-11968,SHP-8906,FastTrack Logistics,2026-05-08,343.94,23.98,0,367.92,358.99,8.93,False
INV-11969,SHP-8907,Atlas Global Freight,2026-04-21,243.32,15.82,0,259.14,248.48,10.66,False
INV-11970,SHP-8908,FastTrack Logistics,2026-04-27,183.16,14.26,0,197.42,197.19,0.23,False
INV-11971,SHP-8909,Atlas Global Freight,2026-04-14,251.8,23.86,0,275.66,266.78,8.88,False
INV-11972,SHP-8910,Atlas Global Freight,2026-04-13,186.83,11.77,18.64,217.24,198.23,19.01,False
INV-11973,SHP-8911,Continental Freight,2026-05-07,132.34,20.51,0,152.85,138.47,14.38,False
INV-11974,SHP-8912,FastTrack Logistics,2026-04-15,302.95,27.91,0,330.86,325.97,4.89,False
INV-11975,SHP-8913,Midwest Express Shipping,2026-04-16,205.17,14.54,15.33,235.04,207.41,27.63,False
INV-11976,SHP-8914,Southern Route Transport,2026-05-07,207.75,16.94,0,224.69,214.55,10.14,False
INV-11977,SHP-8915,Southern Route Transport,2026-04-27,304.31,29.69,10.41,344.41,313.9,30.51,False
INV-11978,SHP-8916,FastTrack Logistics,2026-04-24,443.84,30.4,3.03,477.27,1065.22,-587.95,False
INV-11979,SHP-8917,Midwest Express Shipping,2026-04-20,149.06,12.64,0,161.7,152.5,9.2,False
INV-11980,SHP-8918,Southern Route Transport,2026-04-20,160.28,11.61,30.76,202.65,164.75,37.9,False
INV-11981,SHP-8919,Atlas Global Freight,2026-04-29,205.17,17.77,17.82,240.76,220.94,19.82,False
INV-11982,SHP-8920,Atlas Global Freight,2026-05-01,139.55,12.61,1.74,153.9,148.89,5.01,False
INV-11983,SHP-8921,Pacific Coast Carriers,2026-04-15,186.87,13.89,4.56,205.32,191.01,14.31,False
INV-11984,SHP-8922,Midwest Express Shipping,2026-04-20,215.87,14.24,18.02,248.13,220.73,27.4,False
INV-11985,SHP-8923,Southern Route Transport,2026-04-15,182.01,17.0,26.89,225.9,182.41,43.49,False
INV-11986,SHP-8924,Atlas Global Freight,2026-05-01,275.74,26.37,0,302.11,292.27,9.84,False
INV-11987,SHP-8925,Southern Route Transport,2026-04-29,229.77,15.93,0,245.7,236.95,8.75,False
INV-11988,SHP-8926,Atlas Global Freight,2026-04-20,335.4,22.3,13.21,370.91,338.92,31.99,False
INV-11989,SHP-8927,Atlas Global Freight,2026-04-30,274.74,26.92,0,301.66,283.5,18.16,False
INV-11990,SHP-8928,Continental Freight,2026-05-01,337.58,52.32,0,389.9,348.92,40.98,False
INV-11991,SHP-8929,Midwest Express Shipping,2026-04-21,319.94,23.32,35.17,378.43,342.5,35.93,False
INV-11992,SHP-8930,Midwest Express Shipping,2026-04-21,285.35,20.46,0,305.81,285.75,20.06,False
INV-11993,SHP-8931,Atlas Global Freight,2026-04-15,290.23,25.35,0,315.58,300.55,15.03,False
INV-11994,SHP-8932,FastTrack Logistics,2026-04-21,478.7,37.4,0,516.1,1148.88,-632.78,False
INV-11995,SHP-8933,Atlas Global Freight,2026-04-28,345.52,29.19,0,374.71,347.07,27.64,False
INV-11996,SHP-8934,FastTrack Logistics,2026-05-06,268.39,25.38,0,293.77,282.69,11.08,False
INV-11997,SHP-8935,Atlas Global Freight,2026-04-13,329.46,28.91,0,358.37,351.72,6.65,False
INV-11998,SHP-8936,Pacific Coast Carriers,2026-04-14,302.18,20.95,0,323.13,316.55,6.58,False
INV-11999,SHP-8937,Pacific Coast Carriers,2026-04-22,287.47,26.17,0,313.64,303.0,10.64,False
INV-12000,SHP-8938,Atlas Global Freight,2026-05-04,337.98,28.01,0,365.99,357.34,8.65,False
INV-12001,SHP-8939,Midwest Express Shipping,2026-05-06,339.36,22.77,8.58,370.71,357.23,13.48,False
INV-12002,SHP-8940,FastTrack Logistics,2026-04-17,231.93,15.19,0,247.12,240.72,6.4,False
INV-12003,SHP-8941,FastTrack Logistics,2026-04-29,235.84,20.65,41.22,297.71,252.46,45.25,False
