so_id,so_line_id,customer_id,product_id,warehouse_id,order_date,requested_delivery_date,promised_delivery_date,actual_ship_date,actual_delivery_date,qty_ordered,qty_shipped,qty_backordered,unit_price,revenue,status
SO-6592,1,CUST-0147,HF-2100,WH-WEST,2026-06-05,2026-06-08,2026-06-10,2026-06-10,2026-06-11,25,25,0,10.5,262.5,delivered
SO-6593,1,CUST-0183,SE-1995,WH-WEST,2026-05-14,2026-05-23,2026-05-23,2026-05-21,2026-05-24,5,5,0,76.0,380.0,delivered
SO-6594,1,CUST-0171,HF-2215,WH-WEST,2026-05-19,2026-05-29,2026-05-30,2026-05-27,2026-05-29,25,25,0,41.0,1025.0,delivered
SO-6595,1,CUST-0245,IF-7455,WH-WEST,2026-05-11,2026-05-20,2026-05-20,2026-05-18,2026-05-20,25,25,0,31.0,775.0,delivered
SO-6596,1,CUST-0038,EC-2970,WH-CENTRAL,2026-05-20,2026-05-31,2026-06-01,2026-06-03,2026-06-04,25,25,0,28.0,700.0,delivered
SO-6597,1,CUST-0073,HF-2650,WH-WEST,2026-06-04,2026-06-16,2026-06-16,2026-06-13,2026-06-16,10,10,0,61.0,610.0,delivered
SO-6598,1,CUST-0275,IF-7560,WH-SOUTH,2026-06-09,2026-06-15,2026-06-17,2026-06-14,2026-06-17,25,25,0,36.0,900.0,delivered
SO-6599,1,CUST-0102,EC-1330,WH-SOUTH,2026-05-18,2026-05-31,2026-06-01,2026-05-29,2026-06-01,50,50,0,15.0,750.0,delivered
SO-6600,1,CUST-0183,HF-3090,WH-WEST,2026-06-03,2026-06-13,2026-06-13,2026-06-10,2026-06-13,10,10,0,12.5,125.0,delivered
SO-6601,1,CUST-0115,SE-1230,WH-SOUTH,2026-05-13,2026-05-25,2026-05-25,2026-05-24,2026-05-25,50,50,0,209.0,10450.0,delivered
SO-6602,1,CUST-0640,HF-1125,WH-EAST,2026-05-15,2026-05-21,2026-05-21,2026-05-20,2026-05-21,50,50,0,37.0,1850.0,delivered
SO-6603,1,CUST-0155,PB-5760,WH-SOUTH,2026-05-27,2026-06-05,2026-06-06,2026-06-03,2026-06-06,10,10,0,225.0,2250.0,delivered
SO-6604,1,CUST-0073,IF-8540,WH-EAST,2026-06-08,2026-06-18,2026-06-18,2026-06-16,2026-06-18,25,25,0,26.0,650.0,delivered
SO-6605,1,CUST-0056,HF-2760,WH-CENTRAL,2026-05-27,2026-06-02,2026-06-02,2026-05-30,2026-06-02,10,10,0,164.0,1640.0,delivered
SO-6606,1,CUST-0073,HF-3370,WH-CENTRAL,2026-05-15,2026-05-23,2026-05-23,2026-05-21,2026-05-23,25,25,0,44.0,1100.0,delivered
SO-6607,1,CUST-0012,PB-4125,WH-SOUTH,2026-05-29,2026-06-04,2026-06-05,2026-06-03,2026-06-06,10,10,0,57.0,570.0,delivered
SO-6609,1,CUST-0200,IF-9280,WH-SOUTH,2026-05-18,2026-05-31,2026-06-01,2026-06-01,2026-05-31,10,10,0,28.0,280.0,delivered
SO-6610,1,CUST-0147,EC-2595,WH-WEST,2026-05-27,2026-05-30,2026-06-01,2026-06-01,2026-05-31,10,10,0,16.0,160.0,delivered
SO-6611,1,CUST-0147,PB-6195,WH-EAST,2026-05-14,2026-05-23,2026-05-25,2026-05-22,2026-05-25,5,5,0,20.0,100.0,delivered
SO-6612,1,CUST-0025,SE-1340,WH-WEST,2026-06-03,2026-06-11,2026-06-13,2026-06-13,2026-06-13,10,10,0,24.0,240.0,delivered
SO-6613,1,CUST-0128,IF-9195,WH-EAST,2026-05-13,2026-05-25,2026-05-25,2026-05-22,2026-05-24,25,25,0,13.5,337.5,delivered
SO-6614,1,CUST-0134,HF-2100,WH-WEST,2026-05-12,2026-05-16,2026-05-16,2026-05-16,2026-05-16,25,25,0,10.5,262.5,delivered
SO-6615,1,CUST-0740,PB-6090,WH-CENTRAL,2026-05-11,2026-05-24,2026-05-25,2026-05-22,2026-05-26,25,25,0,97.0,2425.0,delivered
SO-6616,1,CUST-0147,EC-2275,WH-CENTRAL,2026-05-29,2026-06-01,2026-06-03,2026-06-01,2026-06-04,5,5,0,41.0,205.0,delivered
SO-6617,1,CUST-0089,SE-2320,WH-EAST,2026-05-22,2026-06-01,2026-06-01,2026-05-30,2026-06-01,100,100,0,142.0,14200.0,delivered
SO-6618,1,CUST-0089,PB-5650,WH-EAST,2026-05-21,2026-05-30,2026-05-31,2026-05-31,2026-06-01,5,5,0,8.0,40.0,delivered
SO-6619,1,CUST-0038,SE-3090,WH-EAST,2026-06-01,2026-06-06,2026-06-06,2026-06-03,2026-06-06,10,10,0,26.0,260.0,delivered
SO-6620,1,CUST-0440,PB-6370,WH-CENTRAL,2026-05-19,2026-05-31,2026-05-31,2026-05-29,2026-05-31,10,10,0,8.7,87.0,delivered
SO-6621,1,CUST-0275,SE-1455,WH-WEST,2026-05-27,2026-06-03,2026-06-03,2026-05-31,2026-06-03,50,50,0,31.0,1550.0,delivered
SO-6622,1,CUST-0041,SE-2980,WH-EAST,2026-05-14,2026-05-17,2026-05-18,2026-05-18,2026-05-19,10,10,0,41.0,410.0,delivered
SO-6623,1,CUST-0395,IF-7675,WH-WEST,2026-06-09,2026-06-23,2026-06-23,2026-06-23,2026-06-23,10,10,0,14.0,140.0,delivered
SO-6624,1,CUST-0245,SE-1560,WH-SOUTH,2026-05-22,2026-05-28,2026-05-28,2026-05-26,2026-05-28,50,50,0,19.0,950.0,delivered
SO-6625,1,CUST-0183,IF-7890,WH-SOUTH,2026-06-03,2026-06-10,2026-06-11,2026-06-09,2026-06-10,100,100,0,45.0,4500.0,delivered
SO-6626,1,CUST-0168,SE-1010,WH-WEST,2026-06-09,2026-06-14,2026-06-15,2026-06-15,2026-06-15,10,10,0,54.0,540.0,delivered
SO-6627,1,CUST-0102,HF-3195,WH-EAST,2026-05-12,2026-05-25,2026-05-25,2026-05-24,2026-05-26,5,5,0,52.0,260.0,delivered
SO-6628,1,CUST-0089,PB-4010,WH-SOUTH,2026-05-13,2026-05-24,2026-05-25,2026-05-27,2026-05-28,10,10,0,31.0,310.0,delivered
SO-6629,1,CUST-0128,SE-1455,WH-SOUTH,2026-05-11,2026-05-23,2026-05-23,2026-05-22,2026-05-22,25,25,0,31.0,775.0,delivered
SO-6630,1,CUST-0245,HF-2100,WH-SOUTH,2026-05-13,2026-05-23,2026-05-25,2026-05-25,2026-05-26,50,50,0,10.5,525.0,delivered
SO-6631,1,CUST-0200,PB-4455,WH-SOUTH,2026-05-19,2026-05-24,2026-05-24,2026-05-21,2026-05-24,10,10,0,24.0,240.0,delivered
SO-6632,1,CUST-0038,HF-1560,WH-CENTRAL,2026-05-11,2026-05-23,2026-05-24,2026-05-21,2026-05-25,10,10,0,58.0,580.0,delivered
SO-6633,1,CUST-0038,PB-5215,WH-EAST,2026-05-19,2026-05-27,2026-05-27,2026-05-24,2026-05-27,5,5,0,14.5,72.5,delivered
SO-6634,1,CUST-0350,EC-2160,WH-CENTRAL,2026-05-15,2026-05-29,2026-05-29,2026-05-26,2026-05-29,10,10,0,12.5,125.0,delivered
SO-6635,1,CUST-0134,HF-1125,WH-EAST,2026-06-09,2026-06-16,2026-06-16,2026-06-13,2026-06-16,10,10,0,37.0,370.0,delivered
SO-6636,1,CUST-0056,HF-1125,WH-EAST,2026-05-14,2026-05-18,2026-05-19,2026-05-17,2026-05-19,50,50,0,37.0,1850.0,delivered
SO-6637,1,CUST-0171,HF-1010,WH-EAST,2026-05-19,2026-05-29,2026-05-29,2026-05-26,2026-05-29,25,25,0,81.0,2025.0,delivered
SO-6638,1,CUST-0134,HF-2100,WH-EAST,2026-05-13,2026-05-16,2026-05-18,2026-05-15,2026-05-18,50,50,0,10.5,525.0,delivered
SO-6639,1,CUST-0335,HF-1560,WH-SOUTH,2026-05-13,2026-05-20,2026-05-22,2026-05-19,2026-05-22,50,50,0,58.0,2900.0,delivered
SO-6640,1,CUST-0710,SE-1010,WH-WEST,2026-06-01,2026-06-12,2026-06-13,2026-06-13,2026-06-14,10,10,0,54.0,540.0,delivered
SO-6641,1,CUST-0710,PB-6195,WH-EAST,2026-05-29,2026-06-02,2026-06-03,2026-06-01,2026-06-03,50,50,0,20.0,1000.0,delivered
SO-6642,1,CUST-0171,PB-4010,WH-SOUTH,2026-06-04,2026-06-17,2026-06-17,2026-06-14,2026-06-18,10,10,0,31.0,310.0,delivered
SO-6643,1,CUST-0128,IF-8100,WH-WEST,2026-05-21,2026-06-04,2026-06-04,2026-06-02,2026-06-04,25,25,0,16.5,412.5,delivered
SO-6644,1,CUST-0038,IF-8760,WH-WEST,2026-05-20,2026-06-01,2026-06-01,2026-06-01,2026-06-01,5,5,0,17.5,87.5,delivered
SO-6645,1,CUST-0183,PB-4780,WH-EAST,2026-06-03,2026-06-14,2026-06-14,2026-06-12,2026-06-15,5,5,0,16.0,80.0,delivered
SO-6646,1,CUST-0025,IF-7230,WH-SOUTH,2026-05-29,2026-06-09,2026-06-09,2026-06-08,2026-06-09,10,10,0,76.0,760.0,delivered
SO-6647,1,CUST-0660,PB-4890,WH-EAST,2026-06-03,2026-06-08,2026-06-08,2026-06-06,2026-06-08,25,25,0,45.0,1125.0,delivered
SO-6648,1,CUST-0200,EC-3517,WH-EAST,2026-06-05,2026-06-17,2026-06-19,2026-06-19,2026-06-18,25,25,0,73.0,1825.0,delivered
SO-6649,1,CUST-0041,IF-8430,WH-EAST,2026-06-04,2026-06-18,2026-06-18,2026-06-18,2026-06-19,10,10,0,8.0,80.0,delivered
SO-6650,1,CUST-0455,IF-8650,WH-CENTRAL,2026-05-19,2026-05-25,2026-05-25,2026-05-24,2026-05-26,10,10,0,13.0,130.0,delivered
SO-6651,1,CUST-0171,EC-1720,WH-WEST,2026-06-01,2026-06-15,2026-06-16,2026-06-14,2026-06-16,25,25,0,5.5,137.5,delivered
SO-6652,1,CUST-0056,HF-1675,WH-WEST,2026-06-01,2026-06-06,2026-06-07,2026-06-06,2026-06-07,10,10,0,48.0,480.0,delivered
SO-6653,1,CUST-0455,SE-2650,WH-SOUTH,2026-06-08,2026-06-13,2026-06-14,2026-06-16,2026-06-17,10,10,0,325.0,3250.0,delivered
SO-6654,1,CUST-0155,IF-7340,WH-SOUTH,2026-05-26,2026-06-05,2026-06-07,2026-06-04,2026-06-07,25,25,0,64.0,1600.0,delivered
SO-6655,1,CUST-0073,EC-2275,WH-EAST,2026-05-13,2026-05-18,2026-05-19,2026-05-17,2026-05-19,10,10,0,41.0,410.0,delivered
SO-6656,1,CUST-0147,IF-7230,WH-WEST,2026-05-19,2026-05-29,2026-05-30,2026-05-30,2026-05-30,10,10,0,76.0,760.0,delivered
SO-6657,1,CUST-0128,EC-1720,WH-EAST,2026-05-21,2026-05-29,2026-05-29,2026-05-28,2026-05-29,10,10,0,5.5,55.0,delivered
SO-6658,1,CUST-0067,PB-4780,WH-EAST,2026-05-26,2026-06-02,2026-06-03,2026-06-02,2026-06-04,25,25,0,16.0,400.0,delivered
SO-6659,1,CUST-0455,PB-4560,WH-SOUTH,2026-05-20,2026-06-02,2026-06-04,2026-06-01,2026-06-05,25,25,0,20.0,500.0,delivered
SO-6661,1,CUST-0540,SE-1890,WH-EAST,2026-05-13,2026-05-21,2026-05-22,2026-05-21,2026-05-22,10,10,0,104.0,1040.0,delivered
SO-6662,1,CUST-0740,EC-3004,WH-CENTRAL,2026-06-01,2026-06-05,2026-06-05,2026-06-05,2026-06-05,10,10,0,209.0,2090.0,delivered
SO-6663,1,CUST-0215,IF-7780,WH-SOUTH,2026-06-03,2026-06-07,2026-06-09,2026-06-08,2026-06-09,25,25,0,21.0,525.0,delivered
SO-6664,1,CUST-0455,HF-2320,WH-EAST,2026-06-02,2026-06-05,2026-06-06,2026-06-06,2026-06-06,5,5,0,32.0,160.0,delivered
SO-6665,1,CUST-0089,SE-3280,WH-WEST,2026-05-25,2026-05-28,2026-05-30,2026-05-28,2026-05-30,5,5,0,58.0,290.0,delivered
SO-6666,1,CUST-0115,PB-6195,WH-SOUTH,2026-05-12,2026-05-21,2026-05-23,2026-05-22,2026-05-23,25,25,0,20.0,500.0,delivered
SO-6667,1,CUST-0425,PB-6460,WH-SOUTH,2026-06-02,2026-06-14,2026-06-14,2026-06-12,2026-06-14,50,50,0,6.5,325.0,delivered
SO-6668,1,CUST-0115,IF-7230,WH-CENTRAL,2026-05-19,2026-05-22,2026-05-23,2026-05-23,2026-05-23,25,25,0,76.0,1900.0,delivered
SO-6669,1,CUST-0305,HF-2540,WH-CENTRAL,2026-05-27,2026-06-01,2026-06-02,2026-05-30,2026-06-02,5,5,0,237.0,1185.0,delivered
SO-6670,1,CUST-0305,HF-2650,WH-WEST,2026-06-05,2026-06-08,2026-06-08,2026-06-08,2026-06-09,5,5,0,61.0,305.0,delivered
SO-6671,1,CUST-0380,EC-2160,WH-CENTRAL,2026-05-29,2026-06-08,2026-06-08,2026-06-06,2026-06-08,5,5,0,12.5,62.5,delivered
SO-6672,1,CUST-0128,PB-5215,WH-SOUTH,2026-06-08,2026-06-14,2026-06-14,2026-06-14,2026-06-14,10,10,0,14.5,145.0,delivered
SO-6673,1,CUST-0012,IF-9460,WH-EAST,2026-05-21,2026-05-27,2026-05-27,2026-05-26,2026-05-27,50,50,0,12.0,600.0,delivered
SO-6674,1,CUST-0168,PB-6280,WH-CENTRAL,2026-06-05,2026-06-14,2026-06-14,2026-06-14,2026-06-14,100,100,0,24.0,2400.0,delivered
SO-6675,1,CUST-0230,HF-2320,WH-SOUTH,2026-05-20,2026-05-27,2026-05-27,2026-05-24,2026-05-27,10,10,0,32.0,320.0,delivered
SO-6676,1,CUST-0320,PB-6280,WH-CENTRAL,2026-06-02,2026-06-06,2026-06-07,2026-06-06,2026-06-07,10,10,0,24.0,240.0,delivered
SO-6677,1,CUST-0520,HF-1995,WH-CENTRAL,2026-05-18,2026-05-30,2026-06-01,2026-06-01,2026-05-31,10,10,0,31.0,310.0,delivered
SO-6678,1,CUST-0056,HF-2430,WH-SOUTH,2026-05-25,2026-06-03,2026-06-03,2026-06-01,2026-06-04,10,10,0,114.0,1140.0,delivered
SO-6679,1,CUST-0147,EC-1455,WH-WEST,2026-05-22,2026-05-27,2026-05-27,2026-05-25,2026-05-27,25,25,0,26.0,650.0,delivered
SO-6680,1,CUST-0260,HF-1560,WH-WEST,2026-05-21,2026-05-25,2026-05-25,2026-05-23,2026-05-25,5,5,0,58.0,290.0,delivered
SO-6681,1,CUST-0710,PB-4890,WH-EAST,2026-05-12,2026-05-26,2026-05-26,2026-05-25,2026-05-27,10,10,0,45.0,450.0,delivered
SO-6682,1,CUST-0012,PB-5320,WH-WEST,2026-05-20,2026-06-02,2026-06-03,2026-06-03,2026-06-04,50,50,0,23.0,1150.0,delivered
SO-6683,1,CUST-0380,IF-8215,WH-EAST,2026-06-08,2026-06-21,2026-06-21,2026-06-21,2026-06-21,25,25,0,19.0,475.0,delivered
SO-6684,1,CUST-0410,EC-2680,WH-EAST,2026-05-15,2026-05-18,2026-05-18,2026-05-15,2026-05-18,10,10,0,75.0,750.0,delivered
SO-6685,1,CUST-0630,PB-4230,WH-CENTRAL,2026-05-27,2026-05-31,2026-06-02,2026-05-30,2026-06-02,10,10,0,121.0,1210.0,delivered
SO-6686,1,CUST-0089,HF-1010,WH-CENTRAL,2026-05-12,2026-05-19,2026-05-19,2026-05-17,2026-05-19,100,100,0,81.0,8100.0,delivered
SO-6687,1,CUST-0155,PB-4780,WH-CENTRAL,2026-06-01,2026-06-10,2026-06-10,2026-06-08,2026-06-11,25,25,0,16.0,400.0,delivered
SO-6688,1,CUST-0380,EC-3517,WH-CENTRAL,2026-05-13,2026-05-16,2026-05-16,2026-05-17,2026-05-19,10,10,0,73.0,730.0,delivered
SO-6689,1,CUST-0380,HF-1675,WH-CENTRAL,2026-05-28,2026-06-01,2026-06-03,2026-06-01,2026-06-03,50,50,0,48.0,2400.0,delivered
SO-6690,1,CUST-0012,HF-1890,WH-CENTRAL,2026-05-27,2026-06-10,2026-06-10,2026-06-10,2026-06-11,50,50,0,325.0,16250.0,delivered
SO-6692,1,CUST-0320,IF-8650,WH-CENTRAL,2026-05-19,2026-05-24,2026-05-24,2026-05-21,2026-05-24,10,10,0,13.0,130.0,delivered
SO-6693,1,CUST-0660,PB-5870,WH-WEST,2026-05-29,2026-06-01,2026-06-01,2026-06-01,2026-06-01,10,10,0,71.0,710.0,delivered
SO-6694,1,CUST-0580,SE-1995,WH-SOUTH,2026-05-26,2026-06-02,2026-06-02,2026-06-01,2026-06-02,25,25,0,76.0,1900.0,delivered
SO-6695,1,CUST-0038,PB-4995,WH-WEST,2026-06-09,2026-06-13,2026-06-13,2026-06-11,2026-06-13,25,25,0,33.0,825.0,delivered
SO-6696,1,CUST-0134,PB-4340,WH-WEST,2026-05-15,2026-05-27,2026-05-28,2026-05-28,2026-05-27,25,25,0,48.0,1200.0,delivered
SO-6697,1,CUST-0183,IF-8650,WH-CENTRAL,2026-05-19,2026-06-01,2026-06-03,2026-06-02,2026-06-03,50,50,0,13.0,650.0,delivered
SO-6698,1,CUST-0230,SE-1455,WH-CENTRAL,2026-05-12,2026-05-18,2026-05-18,2026-05-16,2026-05-18,10,10,0,31.0,310.0,delivered
SO-6699,1,CUST-0134,IF-8980,WH-SOUTH,2026-06-09,2026-06-18,2026-06-18,2026-06-16,2026-06-18,50,50,0,9.5,475.0,delivered
SO-6700,1,CUST-0168,HF-2650,WH-EAST,2026-06-04,2026-06-09,2026-06-11,2026-06-09,2026-06-11,10,10,0,61.0,610.0,delivered
SO-6701,1,CUST-0540,EC-2275,WH-SOUTH,2026-05-19,2026-05-28,2026-05-28,2026-05-25,2026-05-28,10,10,0,41.0,410.0,delivered
SO-6702,1,CUST-0320,PB-4995,WH-WEST,2026-05-28,2026-06-10,2026-06-10,2026-06-09,2026-06-09,5,5,0,33.0,165.0,delivered
SO-6703,1,CUST-0455,HF-1340,WH-WEST,2026-05-22,2026-06-04,2026-06-04,2026-06-01,2026-06-04,10,10,0,14.5,145.0,delivered
SO-6704,1,CUST-0395,HF-2100,WH-CENTRAL,2026-05-26,2026-06-09,2026-06-09,2026-06-07,2026-06-10,25,25,0,10.5,262.5,delivered
SO-6705,1,CUST-0425,PB-4455,WH-WEST,2026-05-15,2026-05-27,2026-05-27,2026-05-25,2026-05-27,50,50,0,24.0,1200.0,delivered
SO-6706,1,CUST-0380,HF-1995,WH-WEST,2026-05-29,2026-06-08,2026-06-08,2026-06-08,2026-06-09,5,5,0,31.0,155.0,delivered
SO-6707,1,CUST-0089,SE-1995,WH-SOUTH,2026-05-22,2026-06-05,2026-06-06,2026-06-06,2026-06-07,10,10,0,76.0,760.0,delivered
SO-6708,1,CUST-0038,EC-1455,WH-CENTRAL,2026-05-12,2026-05-23,2026-05-23,2026-05-23,2026-05-23,5,5,0,26.0,130.0,delivered
SO-6709,1,CUST-0630,EC-1940,WH-WEST,2026-06-08,2026-06-18,2026-06-20,2026-06-17,2026-06-20,10,10,0,32.0,320.0,delivered
SO-6710,1,CUST-0305,PB-6195,WH-CENTRAL,2026-05-26,2026-06-05,2026-06-05,2026-06-03,2026-06-05,10,10,0,20.0,200.0,delivered
SO-6711,1,CUST-0305,EC-2790,WH-SOUTH,2026-06-04,2026-06-09,2026-06-09,2026-06-08,2026-06-09,10,10,0,104.0,1040.0,delivered
SO-6712,1,CUST-0520,HF-3090,WH-WEST,2026-05-14,2026-05-22,2026-05-22,2026-05-20,2026-05-22,10,10,0,12.5,125.0,delivered
SO-6713,1,CUST-0012,HF-1560,WH-WEST,2026-05-18,2026-05-25,2026-05-27,2026-05-24,2026-05-27,100,100,0,58.0,5800.0,delivered
SO-6714,1,CUST-0073,IF-7560,WH-SOUTH,2026-06-03,2026-06-17,2026-06-17,2026-06-15,2026-06-18,10,10,0,36.0,360.0,delivered
SO-6715,1,CUST-0350,EC-1580,WH-EAST,2026-05-29,2026-06-05,2026-06-06,2026-06-06,2026-06-06,50,50,0,37.0,1850.0,delivered
SO-6716,1,CUST-0610,PB-5870,WH-WEST,2026-05-18,2026-05-26,2026-05-26,2026-05-26,2026-05-27,10,10,0,71.0,710.0,delivered
SO-6717,1,CUST-0134,PB-6195,WH-EAST,2026-05-12,2026-05-25,2026-05-27,2026-05-25,2026-05-27,25,25,0,20.0,500.0,delivered
SO-6718,1,CUST-0620,IF-9370,WH-CENTRAL,2026-05-19,2026-05-25,2026-05-25,2026-05-22,2026-05-25,5,5,0,10.0,50.0,delivered
SO-6719,1,CUST-0147,IF-8650,WH-CENTRAL,2026-05-11,2026-05-22,2026-05-22,2026-05-22,2026-05-22,10,10,0,13.0,130.0,delivered
SO-6720,1,CUST-0038,EC-2680,WH-EAST,2026-05-18,2026-06-01,2026-06-01,2026-05-31,2026-06-02,5,5,0,75.0,375.0,delivered
SO-6721,1,CUST-0134,HF-1230,WH-WEST,2026-06-01,2026-06-06,2026-06-06,2026-06-05,2026-06-05,10,10,0,475.0,4750.0,delivered
SO-6722,1,CUST-0440,PB-4675,WH-EAST,2026-06-08,2026-06-21,2026-06-21,2026-06-21,2026-06-20,50,50,0,37.0,1850.0,delivered
SO-6723,1,CUST-0260,IF-9460,WH-SOUTH,2026-05-18,2026-05-25,2026-05-25,2026-05-23,2026-05-25,100,100,0,12.0,1200.0,delivered
SO-6724,1,CUST-0115,PB-5980,WH-EAST,2026-05-20,2026-05-30,2026-05-30,2026-05-30,2026-05-30,25,25,0,26.5,662.5,delivered
SO-6725,1,CUST-0168,EC-2490,WH-EAST,2026-05-19,2026-05-29,2026-05-29,2026-05-28,2026-05-29,5,5,0,65.0,325.0,delivered
SO-6726,1,CUST-0500,HF-1995,WH-WEST,2026-06-08,2026-06-13,2026-06-13,2026-06-13,2026-06-12,50,50,0,31.0,1550.0,delivered
SO-6727,1,CUST-0012,IF-7125,WH-EAST,2026-05-22,2026-05-29,2026-05-29,2026-05-29,2026-05-29,25,25,0,47.0,1175.0,delivered
SO-6728,1,CUST-0073,SE-2540,WH-SOUTH,2026-06-01,2026-06-05,2026-06-06,2026-06-03,2026-06-06,10,10,0,533.0,5330.0,delivered
SO-6729,1,CUST-0012,HF-3280,WH-SOUTH,2026-05-27,2026-06-07,2026-06-07,2026-06-07,2026-06-07,10,10,0,7.7,77.0,delivered
SO-6730,1,CUST-0380,SE-1780,WH-CENTRAL,2026-05-21,2026-05-24,2026-05-25,2026-05-22,2026-05-25,10,10,0,28.0,280.0,delivered
SO-6731,1,CUST-0305,PB-6280,WH-SOUTH,2026-05-14,2026-05-19,2026-05-19,2026-05-19,2026-05-18,10,10,0,24.0,240.0,delivered
SO-6732,1,CUST-0425,EC-2050,WH-CENTRAL,2026-06-01,2026-06-13,2026-06-13,2026-06-13,2026-06-13,5,5,0,3.5,17.5,delivered
SO-6733,1,CUST-0640,EC-3517,WH-SOUTH,2026-05-21,2026-05-31,2026-05-31,2026-05-31,2026-06-01,100,100,0,73.0,7300.0,delivered
SO-6734,1,CUST-0025,IF-7780,WH-WEST,2026-06-01,2026-06-12,2026-06-12,2026-06-10,2026-06-12,10,10,0,21.0,210.0,delivered
SO-6735,1,CUST-0183,EC-3100,WH-WEST,2026-05-12,2026-05-17,2026-05-19,2026-05-17,2026-05-19,5,5,0,149.0,745.0,delivered
SO-6736,1,CUST-0115,HF-3195,WH-SOUTH,2026-05-26,2026-06-03,2026-06-03,2026-06-01,2026-06-03,25,25,0,52.0,1300.0,delivered
SO-6737,1,CUST-0350,SE-2215,WH-CENTRAL,2026-06-03,2026-06-13,2026-06-15,2026-06-15,2026-06-16,10,10,0,11.5,115.0,delivered
SO-6738,1,CUST-0134,IF-9280,WH-SOUTH,2026-05-15,2026-05-23,2026-05-23,2026-05-23,2026-05-23,10,10,0,28.0,280.0,delivered
SO-6739,1,CUST-0041,IF-9195,WH-CENTRAL,2026-06-04,2026-06-08,2026-06-08,2026-06-08,2026-06-08,10,10,0,13.5,135.0,delivered
SO-6740,1,CUST-0012,HF-2320,WH-CENTRAL,2026-05-28,2026-06-02,2026-06-03,2026-06-01,2026-06-03,50,50,0,32.0,1600.0,delivered
SO-6741,1,CUST-0183,EC-1835,WH-SOUTH,2026-05-22,2026-05-26,2026-05-26,2026-05-26,2026-05-27,10,10,0,11.5,115.0,delivered
SO-6742,1,CUST-0089,EC-2380,WH-EAST,2026-06-03,2026-06-10,2026-06-10,2026-06-08,2026-06-11,25,25,0,87.0,2175.0,delivered
SO-6743,1,CUST-0041,SE-3195,WH-SOUTH,2026-05-11,2026-05-17,2026-05-19,2026-05-18,2026-05-18,10,10,0,12.0,120.0,delivered
SO-6744,1,CUST-0740,SE-1125,WH-SOUTH,2026-06-01,2026-06-04,2026-06-04,2026-06-02,2026-06-05,25,25,0,14.5,362.5,delivered
SO-6745,1,CUST-0171,PB-4995,WH-SOUTH,2026-05-20,2026-06-03,2026-06-03,2026-06-01,2026-06-02,25,25,0,33.0,825.0,delivered
SO-6746,1,CUST-0089,PB-4010,WH-SOUTH,2026-05-20,2026-05-24,2026-05-24,2026-05-21,2026-05-23,25,25,0,31.0,775.0,delivered
SO-6747,1,CUST-0012,EC-1330,WH-EAST,2026-05-22,2026-06-02,2026-06-02,2026-05-31,2026-06-02,5,5,0,15.0,75.0,delivered
SO-6748,1,CUST-0530,EC-2970,WH-CENTRAL,2026-06-05,2026-06-17,2026-06-17,2026-06-16,2026-06-17,5,5,0,28.0,140.0,delivered
SO-6749,1,CUST-0305,EC-1940,WH-WEST,2026-05-12,2026-05-16,2026-05-16,2026-05-15,2026-05-16,10,10,0,32.0,320.0,delivered
SO-6750,1,CUST-0155,PB-5540,WH-SOUTH,2026-05-27,2026-06-03,2026-06-05,2026-06-02,2026-06-05,50,50,0,5.7,285.0,delivered
SO-6751,1,CUST-0455,PB-5870,WH-WEST,2026-05-20,2026-06-03,2026-06-05,2026-06-04,2026-06-05,5,5,0,71.0,355.0,delivered
SO-6752,1,CUST-0720,EC-2050,WH-CENTRAL,2026-05-15,2026-05-22,2026-05-22,2026-05-20,2026-05-22,100,100,0,3.5,350.0,delivered
SO-6753,1,CUST-0115,SE-2980,WH-EAST,2026-06-05,2026-06-10,2026-06-10,2026-06-10,2026-06-10,25,25,0,41.0,1025.0,delivered
SO-6754,1,CUST-0570,PB-5215,WH-EAST,2026-05-22,2026-05-27,2026-05-29,2026-05-27,2026-05-30,25,25,0,14.5,362.5,delivered
SO-6755,1,CUST-0025,PB-5100,WH-SOUTH,2026-05-22,2026-05-26,2026-05-26,2026-05-26,2026-05-26,10,10,0,27.0,270.0,delivered
SO-6756,1,CUST-0440,SE-2980,WH-WEST,2026-06-05,2026-06-11,2026-06-12,2026-06-10,2026-06-13,25,25,0,41.0,1025.0,delivered
SO-6757,1,CUST-0038,IF-7995,WH-WEST,2026-06-04,2026-06-08,2026-06-08,2026-06-08,2026-06-07,50,50,0,24.0,1200.0,delivered
SO-6758,1,CUST-0260,SE-1890,WH-WEST,2026-06-03,2026-06-16,2026-06-17,2026-06-17,2026-06-16,50,50,0,104.0,5200.0,delivered
SO-6759,1,CUST-0038,SE-2430,WH-CENTRAL,2026-05-18,2026-05-21,2026-05-22,2026-05-21,2026-05-23,10,10,0,121.0,1210.0,delivered
SO-6760,1,CUST-0073,SE-1995,WH-CENTRAL,2026-06-04,2026-06-14,2026-06-15,2026-06-16,2026-06-17,25,25,0,76.0,1900.0,delivered
SO-6761,1,CUST-0025,IF-7455,WH-SOUTH,2026-06-05,2026-06-16,2026-06-16,2026-06-14,2026-06-15,100,100,0,31.0,3100.0,delivered
SO-6762,1,CUST-0183,HF-2215,WH-SOUTH,2026-06-03,2026-06-09,2026-06-09,2026-06-07,2026-06-10,25,25,0,41.0,1025.0,delivered
